DATE,TWD,GBP,LKR,DKK,CAD,JPY,MYR,SEK,SGD,HKD,AUD,CHF,KRW,CNY,VEF,NZD,THB,EUR,NOK,INR,MXN,BRL,ZAR
1990-05-03,26.3935,1.6422,40.0175,6.389,1.167,158.15,2.708,6.097,1.8775,7.792,0.7552,1.4544,708.6,4.7339,,0.5727,26.01,,6.52,17.37,,,2.658
1990-05-04,26.394,1.66,40.0175,6.348,1.1633,158.35,2.71,6.08,1.876,7.793,0.7546,1.4447,708.3,4.7339,,0.5726,26.02,,6.48,17.33,,,2.655
1990-05-07,26.3985,1.668,40.0175,6.295,1.1625,158.0,2.71,6.048,1.876,7.793,0.7565,1.4325,708.6,4.7339,,0.5726,26.01,,6.45,17.33,,,2.642
1990-05-08,26.4145,1.6695,40.0175,6.298,1.1635,157.9,2.703,6.045,1.8695,7.7935,0.7577,1.433,710.1,4.7339,,0.5747,26.02,,6.448,17.35,,,2.642
1990-05-09,26.407,1.678,40.0175,6.263,1.1662,156.45,2.7015,6.004,1.867,7.791,0.7585,1.404,710.7,4.7339,,0.5721,25.97,,6.396,17.32,,,2.635
1990-05-10,26.4035,1.6763,40.0175,6.254,1.1653,157.0,2.696,6.019,1.863,7.791,0.7587,1.3955,710.3,4.7339,,0.5739,25.93,,6.405,17.3,,,2.634
1990-05-11,26.44,1.6813,40.0175,6.2345,1.1785,152.73,2.695,5.9915,1.851,7.791,0.76,1.3952,710.4,4.7339,,0.57,25.9,,6.3755,17.29,,,2.6216
1990-05-15,27.5,1.677,40.0175,6.289,1.181,151.4,2.693,6.0185,1.8495,7.79,0.7645,1.398,710.9,4.7339,,0.5725,25.83,,6.411,17.31,,,2.6385
1990-05-16,27.35,1.68,40.0175,6.277,1.1757,151.43,2.699,6.014,1.854,7.788,0.7625,1.4,711.3,4.7339,,0.5728,25.84,,6.3995,17.31,,,2.639
1990-05-18,27.39,1.6908,40.0175,6.296,1.1783,152.85,2.7005,6.02,1.8538,7.7875,0.7605,1.4048,712.0,4.7339,,0.5725,25.86,,6.4085,17.25,,,2.64
1990-05-21,27.44,1.6912,40.0175,6.3455,1.1795,153.53,2.7025,6.059,1.8542,7.785,0.764,1.424,712.8,4.7339,,0.5735,25.87,,6.445,17.29,,,2.6525
1990-05-23,27.5,1.694,40.0175,6.365,1.1836,151.23,2.701,6.0725,1.85,7.781,0.7653,1.4123,714.8,4.7339,,0.5737,25.85,,6.4505,17.29,,,2.6481
1990-05-24,27.4975,1.6895,40.0175,6.378,1.1855,151.55,2.7,6.08,1.848,7.7825,0.7623,1.42,714.3,4.7339,,0.5739,25.85,,6.46,17.31,,,2.642
1990-05-25,27.5,1.6892,40.0175,6.395,1.1841,149.69,2.6985,6.0955,1.848,7.784,0.7668,1.4255,714.6,4.7339,,0.5733,25.84,,6.4775,17.3,,,2.655
1990-05-29,27.4996,1.6946,40.0175,6.3635,1.1818,150.88,2.7015,6.065,1.846,7.782,0.766,1.4098,714.8,4.7339,,0.5741,25.81,,6.443,17.37,,,2.6525
1990-05-30,27.47,1.693,40.0175,6.405,1.178,151.32,2.7005,6.0785,1.8485,7.7805,0.772,1.421,715.3,4.7339,,0.5757,25.85,,6.465,17.35,,,2.6675
1990-05-31,27.45,1.6765,40.1175,6.46,1.1745,152.64,2.7035,6.133,1.854,7.782,0.7678,1.433,715.1,4.7339,,0.5768,25.86,,6.51,17.36,,,2.675
1990-06-01,27.445,1.6838,40.0175,6.471,1.1726,151.39,2.709,6.113,1.854,7.785,0.7693,1.436,714.1,4.7339,,0.5752,25.89,,6.505,17.38,,,2.663
1990-06-04,27.44,1.675,40.0175,6.45,1.1766,151.6,2.7105,6.123,1.854,7.785,0.7676,1.441,714.3,4.7339,,0.5768,25.9,,6.514,17.44,,,2.672
1990-06-05,27.442,1.683,40.0175,6.442,1.1757,152.65,2.709,6.109,1.851,7.7835,0.771,1.4347,715.9,4.7339,,0.5776,25.89,,6.517,17.42,,,2.66
1990-06-06,27.43,1.6882,40.0175,6.4395,1.1728,152.55,2.7085,6.1015,1.849,7.781,0.7718,1.4285,715.9,4.7339,,0.5819,25.89,,6.4915,17.4,,,2.623
1990-06-07,27.405,1.6883,40.0175,6.446,1.1683,152.53,2.7063,6.1135,1.8494,7.7785,0.7775,1.4385,716.5,4.7339,,0.5828,25.89,,6.502,17.38,,,2.663
1990-06-08,27.4051,1.6848,40.0175,6.463,1.175,153.53,2.708,6.137,1.8495,7.7825,0.7725,1.4478,717.1,4.7339,,0.5812,25.89,,6.5175,17.44,,,2.671
1990-06-11,27.415,1.6858,40.0175,6.442,1.1711,154.52,2.7095,6.13,1.852,7.7825,0.7751,1.4405,717.9,4.7339,,0.5785,25.92,,6.505,17.46,,,2.6675
1990-06-12,27.4125,1.7025,40.0175,6.442,1.1715,154.44,2.7095,6.118,1.849,7.7845,0.774,1.437,718.7,4.7339,,0.5783,25.91,,6.5025,17.42,,,2.667
1990-06-13,27.43,1.707,40.0175,6.4345,1.1722,154.79,2.7105,6.1085,1.8485,7.7835,0.7743,1.4328,719.0,4.7339,,0.5806,25.9,,6.4925,17.38,,,2.6645
1990-06-14,27.426,1.7052,40.0175,6.445,1.1705,154.07,2.7115,6.109,1.8485,7.785,0.775,1.4355,718.9,4.7339,,0.5823,25.87,,6.495,17.42,,,2.659
1990-06-15,27.44,1.7055,40.0175,6.455,1.172,154.2,2.7125,6.128,1.85,7.7865,0.7756,1.436,718.6,4.7339,,0.5816,25.89,,6.51,17.43,,,2.667
1990-06-18,27.44,1.713,40.0175,6.37,1.1727,153.7,2.7125,6.0825,1.849,7.7845,0.7792,1.4165,719.0,4.7339,,0.5823,25.87,,6.413,17.42,,,2.6265
1990-06-19,27.4375,1.7205,40.0175,6.354,1.1741,153.65,2.7105,6.057,1.8425,7.789,0.784,1.4077,719.5,4.7334,,0.583,25.85,,6.439,17.42,,,2.657
1990-06-20,27.42,1.723,40.0175,6.3825,1.1724,154.0,2.7105,6.077,1.8425,7.79,0.7833,1.4145,719.3,4.7339,,0.5825,25.85,,6.458,17.42,,,2.666
1990-06-21,27.415,1.725,40.0175,6.388,1.1749,154.82,2.712,6.079,1.8425,7.789,0.7901,1.4155,718.9,4.7339,,0.5875,25.86,,6.463,17.42,,,2.6655
1990-06-22,27.4,1.733,40.0175,6.371,1.1822,154.75,2.7105,6.061,1.8425,7.7865,0.7852,1.409,719.0,4.7339,,0.586,25.87,,6.439,17.45,,,2.6655
1990-06-25,27.33,1.7305,40.0175,6.3885,1.1794,155.37,2.712,6.073,1.8435,7.7855,0.7851,1.4107,719.6,4.7339,,0.5852,25.88,,6.454,17.44,,,2.667
1990-06-26,27.3361,1.7355,40.0175,6.359,1.1732,155.15,2.712,6.0475,1.845,7.7865,0.7846,1.406,719.6,4.7339,,0.5873,25.88,,6.4175,17.4,,,2.652
1990-06-27,27.3201,1.7428,40.0175,6.3375,1.1705,154.38,2.711,6.0335,1.845,7.789,0.7875,1.408,719.4,4.7339,,0.5872,25.84,,6.405,17.42,,,2.6625
1990-06-28,27.22,1.7393,40.0175,6.3495,1.1698,153.17,2.7115,6.044,1.841,7.7895,0.7853,1.4137,719.3,4.7339,,0.5872,25.84,,6.42,17.45,,,2.657
1990-06-29,27.195,1.745,40.0175,6.339,1.1665,152.35,2.711,6.0375,1.841,7.7885,0.7916,1.4155,719.0,4.7339,,0.5883,25.81,,6.409,17.43,,,2.648
1990-07-03,27.17,1.7795,40.0175,6.287,1.1625,151.2,2.706,5.997,1.833,7.7875,0.7974,1.3945,718.3,4.7339,,0.5902,25.76,,6.352,17.45,,,2.65
1990-07-05,27.1475,1.7805,40.0175,6.2825,1.1632,150.77,2.7065,5.9905,1.832,7.782,0.799,1.3997,718.7,4.7339,,0.59,25.73,,6.34,17.42,,,2.645
1990-07-06,27.1385,1.7865,40.0175,6.296,1.1632,151.03,2.707,5.998,1.831,7.7795,0.7974,1.4015,718.8,4.7339,,0.5903,25.75,,6.351,17.42,,,2.6452
1990-07-09,27.1325,1.8058,40.0175,6.274,1.1592,151.1,2.7055,5.9675,1.8225,7.7735,0.8025,1.3955,719.6,4.7339,,0.5912,,,6.33,17.38,,,2.639
1990-07-10,27.1425,1.815,40.0175,6.27,1.1572,148.9,2.702,5.962,1.8175,7.768,0.8066,1.3963,720.3,4.7339,,0.5933,25.72,,6.311,17.36,,,2.641
1990-07-11,27.1325,1.798,40.0175,6.285,1.1597,148.68,2.703,5.981,1.812,7.772,0.7965,1.4035,720.2,4.7339,,0.5938,25.67,,6.331,17.39,,,2.6375
1990-07-12,27.1275,1.7985,40.0175,6.312,1.1593,148.6,2.704,6.002,1.8195,7.773,0.7913,1.405,719.7,4.7339,,0.5881,25.7,,6.3,17.47,,,2.6445
1990-07-13,27.13,1.806,40.0175,6.255,1.1579,147.5,2.704,5.969,1.8175,7.768,0.7804,1.393,718.8,4.7339,,0.5918,25.65,,6.31,17.42,,,2.632
1990-07-16,27.1125,1.804,40.0175,6.287,1.1589,148.05,2.7065,5.979,1.8175,7.768,0.7815,1.4165,718.8,4.7339,,0.5892,,,6.338,17.45,,,2.6355
1990-07-17,27.1135,1.8112,40.0175,6.263,1.1563,148.35,2.7065,5.966,1.8175,7.771,0.7899,1.407,,4.7339,,0.5918,25.71,,6.319,17.44,,,2.635
1990-07-18,27.125,1.8205,40.0175,6.254,1.153,147.3,2.7045,5.952,1.81,7.7675,0.7915,1.4088,718.7,4.7339,,0.5928,25.69,,6.303,17.39,,,2.625
1990-07-19,27.1775,1.8146,40.0175,6.2495,1.1538,148.05,2.706,5.959,1.8165,7.768,0.7819,1.41,718.4,4.7339,,0.5923,25.71,,6.2965,17.42,,,2.625
1990-07-20,27.27,1.8143,40.0175,6.25,1.1573,148.97,2.7075,5.953,1.8165,7.767,0.7838,1.4075,718.2,4.7339,,0.595,25.66,,6.299,17.4,,,2.623
1990-07-24,27.2195,1.8248,40.0175,6.1625,1.156,148.35,2.7075,5.8975,1.8163,7.7648,0.7858,1.375,718.4,4.7339,,0.5942,25.7,,6.241,17.42,,,2.5995
1990-07-25,27.22,1.812,40.0175,6.165,1.152,148.88,2.7075,5.9025,1.821,7.762,0.7859,1.374,718.4,4.7339,,0.5918,25.73,,6.2535,17.42,,,2.603
1990-07-26,27.1995,1.8135,40.0175,6.18,1.1517,150.45,2.708,5.9125,1.8215,7.762,0.7792,1.3782,718.2,4.7339,,0.5894,25.71,,6.2625,17.43,,,2.6145
1990-07-27,27.1665,1.8335,40.0175,6.15,1.1522,149.6,2.7075,5.89,1.819,7.7648,0.7897,1.3685,718.2,4.7339,,0.5888,25.72,,6.2275,17.4,,,2.601
1990-07-30,27.18,1.8438,40.0175,6.139,1.1523,148.2,2.7015,5.87,1.812,7.7645,0.7916,1.365,718.1,4.7339,,0.591,25.67,,6.208,17.35,,,2.5967
1990-07-31,27.187,1.86,40.0175,6.05,1.153,146.13,2.697,5.813,1.807,7.7645,0.7938,1.3477,717.9,4.7339,,0.5918,25.64,,6.1465,17.35,,,2.5845
1990-08-01,27.185,1.855,,6.081,1.1535,147.25,2.6925,5.8285,1.806,7.765,0.794,1.3555,716.9,4.7339,,0.594,25.59,,6.164,17.37,,,2.595
1990-08-02,27.193,1.8492,40.0175,6.085,1.1523,149.6,2.701,5.839,1.8085,7.767,0.7859,1.3565,716.3,4.7339,,0.589,25.61,,6.1675,17.38,,,2.585
1990-08-03,27.285,1.8565,40.0175,6.0675,1.1515,149.9,2.7005,5.8355,1.809,7.767,0.785,1.351,716.2,4.7339,,0.5936,25.68,,6.1615,17.35,,,2.571
1990-08-06,27.3075,1.872,40.0175,6.016,1.1485,149.75,2.6995,5.797,1.804,7.773,0.79,1.3322,717.1,4.7339,,0.5987,25.67,,6.109,17.28,,,2.5825
1990-08-07,27.329,1.877,40.0175,6.014,1.1503,149.8,2.7,5.806,1.804,7.774,0.7925,1.331,717.9,4.7339,,0.6017,25.67,,6.1125,17.29,,,2.583
1990-08-09,27.38,1.8717,40.0175,6.0705,1.147,149.82,2.7025,5.838,1.806,7.7735,0.7992,1.3385,717.8,4.7339,,0.601,25.66,,6.15,17.35,,,2.591
1990-08-10,27.372,1.8713,40.0175,6.073,1.1475,150.15,2.7025,5.825,1.8055,7.7735,0.7977,1.339,718.2,4.7339,,0.6015,25.66,,6.14,17.39,,,2.599
1990-08-13,27.353,1.884,40.0175,6.01,1.147,150.35,2.698,5.788,1.799,7.74,0.8025,1.3165,719.1,4.7339,,0.6085,25.66,,6.11,17.35,,,2.58
1990-08-14,27.3145,1.8925,40.0175,5.984,1.1454,149.48,2.687,5.769,1.798,7.77,0.8061,1.306,719.9,4.7339,,0.6075,25.64,,6.084,17.34,,,2.57
1990-08-20,27.255,1.9198,40.0175,5.975,1.1438,146.87,2.694,5.749,1.79,7.7735,0.808,1.2918,720.3,4.7339,,0.6197,25.56,,6.045,17.28,,,2.5725
1990-08-21,27.2575,1.921,40.0175,5.965,1.1395,146.4,2.6985,5.745,1.7895,7.779,0.8162,1.2868,719.4,4.7339,,0.622,25.55,,6.05,17.32,,,2.544
1990-08-22,27.2855,1.9275,40.0175,5.965,1.1365,145.75,2.698,5.745,1.787,7.7825,0.8205,1.2735,719.0,4.7339,,0.6258,25.55,,6.036,17.32,,,2.5575
1990-08-23,27.3,1.9515,40.0175,5.957,1.1316,146.6,2.695,5.721,1.775,7.7805,0.8293,1.2605,718.3,4.7339,,0.6308,25.52,,6.003,17.27,,,2.55
1990-08-24,27.2749,1.9453,40.0175,5.9615,1.1338,146.55,2.695,5.75,1.7775,7.7755,0.833,1.2685,718.5,4.7339,,0.6295,25.5,,6.025,17.3,,,2.561
1990-08-28,27.28,1.9483,40.0175,5.9425,1.1422,143.48,2.6875,5.7205,1.764,7.772,0.8302,1.2815,718.0,4.7339,,0.6313,25.44,,6.009,17.36,,,2.555
1990-08-29,27.287,1.9465,39.9675,5.9625,1.1378,143.62,2.6895,5.733,1.764,7.771,0.8325,1.285,717.6,4.7339,,0.6303,25.45,,6.026,17.38,,,2.556
1990-08-31,27.2925,1.892,39.9375,6.0415,1.1545,143.93,2.689,5.789,1.765,7.763,0.816,1.3085,716.8,4.7339,,0.6153,25.49,,6.09,17.52,,,2.5804
1990-09-04,27.2945,1.8758,39.9475,6.07,1.1615,143.55,2.689,5.8125,1.764,7.7665,0.8147,1.3175,716.2,4.7339,,0.6165,25.5,,6.1235,17.64,,,2.5875
1990-09-05,27.3,1.899,39.9375,5.99,1.1529,141.68,2.6875,5.7545,1.748,7.7678,0.8278,1.2975,716.9,4.7339,,0.624,25.47,,6.0555,17.54,,,2.567
1990-09-06,27.301,1.908,39.9375,5.9585,1.1579,141.05,2.6875,5.735,1.759,7.7678,0.8237,1.2988,717.8,4.7339,,0.6255,25.43,,6.0305,17.56,,,2.558
1990-09-07,27.301,1.894,39.9375,5.991,1.1635,140.1,2.689,5.754,1.7778,7.7678,0.8208,1.304,718.6,4.7339,,0.6233,25.4,,6.0565,17.68,,,2.5735
1990-09-10,27.311,1.8555,39.9375,6.04,1.1705,139.2,2.689,5.7925,1.7695,7.7678,0.8123,1.319,719.1,4.7339,,0.6202,25.39,,6.106,17.76,,,2.5825
1990-09-11,27.3098,1.8485,39.9175,6.08,1.163,139.85,2.695,5.825,1.769,7.7715,0.817,1.3305,719.0,4.7339,,0.6185,25.42,,6.14,17.77,,,2.582
1990-09-12,27.3103,1.864,39.9275,6.055,1.1628,137.7,2.691,5.8,1.771,7.7715,0.8187,1.3232,718.1,4.7339,,0.6215,25.41,,6.115,17.76,,,2.5825
1990-09-13,27.3235,1.8767,39.9375,6.015,1.1644,137.35,2.699,5.76,1.782,7.77,0.821,1.3139,718.3,4.7339,,0.624,25.37,,6.075,17.8,,,2.561
1990-09-14,27.2975,1.8985,39.9475,5.975,1.1647,136.67,2.6955,5.737,1.772,7.7675,0.8267,1.2905,718.8,4.7339,,0.6275,25.34,,6.048,17.85,,,2.566
1990-09-17,27.2975,1.9025,39.9475,5.938,1.1594,137.0,2.697,5.72,1.7655,7.7615,0.8316,1.287,719.3,4.7339,,0.623,25.32,,6.028,17.86,,,2.5635
1990-09-18,27.299,1.918,39.9575,5.907,1.1575,137.5,2.6975,5.698,1.766,7.759,0.8335,1.2825,719.3,4.7399,,0.625,25.32,,6.0025,17.83,,,2.553
1990-09-19,27.292,1.8847,39.9575,5.978,1.1575,137.5,2.698,5.7595,1.7655,7.76,0.8291,1.306,718.4,4.7339,,0.6225,25.36,,6.064,17.85,,,2.5725
1990-09-20,27.297,1.8683,39.9675,6.022,1.1546,136.93,2.6995,5.788,1.7665,7.76,0.8266,1.32,717.9,4.7339,,0.619,25.35,,6.108,18.0,,,2.5875
1990-09-21,27.293,1.846,39.97,6.005,1.1532,136.9,2.703,5.785,1.7695,7.7625,0.8288,1.3222,718.0,4.7339,,0.613,25.36,,6.1,18.12,,,2.582
1990-09-24,27.295,1.884,39.9575,5.948,1.1503,136.1,2.6995,5.748,1.767,7.763,0.8315,1.2975,718.0,4.7339,,0.6215,25.33,,6.05,18.06,,,2.567
1990-09-25,27.31,1.8768,39.96,5.962,1.1495,137.38,2.7015,5.76,1.767,7.761,0.8303,1.302,717.1,4.7339,,0.6204,25.32,,6.058,18.08,,,2.5625
1990-09-26,27.299,1.864,39.9675,6.0,1.1534,137.27,2.7015,5.78,1.767,7.761,0.831,1.3112,716.7,4.7339,,0.6183,25.34,,6.08,18.09,,,2.568
1990-09-27,27.301,1.871,39.9775,6.013,1.1553,138.37,2.7015,5.788,1.7635,7.7605,0.8267,1.308,716.3,4.7339,,0.616,25.36,,6.091,18.08,,,2.572
1990-10-01,27.2915,1.889,40.0775,5.93,1.1529,136.9,2.6985,5.7265,1.761,7.761,0.8311,1.2895,715.7,4.7339,,0.619,25.33,,6.021,18.06,,,2.5675
1990-10-02,27.29,1.8885,40.0775,5.948,1.153,136.95,2.6995,5.738,1.7615,7.7615,0.8298,1.292,,4.7339,,0.618,25.32,,6.038,18.08,,,2.571
1990-10-04,27.2815,1.9118,40.0175,5.858,1.1489,133.9,2.6985,5.6755,1.7505,7.759,0.833,1.277,,4.7339,,0.6165,25.28,,5.972,18.07,,,2.559
1990-10-05,27.2725,1.9465,40.0375,5.8985,1.1545,132.4,2.6995,5.6775,1.7485,7.759,0.8351,1.291,715.7,4.7339,,0.6163,25.22,,5.987,18.07,,,2.575
1990-10-09,27.282,1.97,40.1275,5.816,1.151,130.33,2.6985,5.627,1.73,7.7555,0.8337,1.2775,,4.7339,,0.6193,25.09,,5.9025,18.04,,,2.542
1990-10-11,27.2945,1.964,40.1575,5.842,1.1514,129.95,2.6985,5.653,1.7325,7.756,0.814,1.291,717.1,4.7339,,0.6155,25.11,,5.928,18.0,,,2.5425
1990-10-12,27.3,1.9732,40.1475,5.784,1.1472,128.65,2.6985,5.632,1.728,7.756,0.8183,1.2785,717.3,4.7339,,0.6167,25.11,,5.8845,17.99,,,2.5275
1990-10-15,27.291,1.9535,40.5175,5.8115,1.1523,128.15,2.6985,5.6425,1.724,7.762,0.7888,1.2885,718.0,4.7339,,0.6065,25.075,,5.9055,18.0,,,2.536
1990-10-16,27.295,1.957,,5.7825,1.1555,127.25,2.6985,5.6215,1.724,7.7685,0.787,1.279,718.8,4.7339,,0.604,25.38,,5.88,18.05,,,2.523
1990-10-17,27.296,1.965,,5.708,1.1647,125.27,2.6975,5.6165,1.7175,7.7735,0.7775,1.2735,718.4,4.7339,,0.598,25.02,,5.866,18.07,,,2.5375
1990-10-18,27.3039,1.9535,40.5175,5.7685,1.1748,125.05,2.695,5.6115,1.706,7.778,0.769,1.274,717.6,4.7339,,0.6,24.99,,5.87,18.08,,,2.538
1990-10-19,27.299,1.9595,40.4175,5.729,1.167,125.75,2.6995,5.5755,1.7135,7.782,0.782,1.27,718.3,4.7339,,0.605,24.95,,5.84,18.1,,,2.538
1990-10-22,27.28,1.948,40.4175,5.77,1.1733,126.05,2.6975,5.608,1.708,7.784,0.782,1.282,718.8,4.7339,,0.607,25.0,,5.88,18.08,,,2.55
1990-10-23,27.29,1.9464,,5.7945,1.171,127.5,2.702,5.6195,1.712,7.7855,0.778,1.2817,718.8,4.7339,,0.6048,,,5.8995,18.1,,,2.533
1990-10-24,27.295,1.9565,40.4175,5.7575,1.1688,128.05,2.7035,5.597,1.711,7.786,0.7804,1.27,719.7,4.7339,,0.6063,25.07,,5.865,18.12,,,2.525
1990-10-26,27.2851,1.956,40.4175,5.787,1.1655,128.0,2.7005,5.62,1.72,7.7845,0.7812,1.281,718.5,4.7339,,0.6098,25.08,,5.895,18.1,,,2.5405
1990-10-29,27.2675,1.953,40.4175,5.791,1.1642,128.4,2.7025,5.63,1.7065,7.789,0.7835,1.287,717.6,4.7339,,0.613,25.05,,5.899,18.15,,,2.541
1990-10-30,27.27,1.9475,40.4075,5.8,1.167,129.1,2.704,5.637,1.7105,7.7905,0.7821,1.2895,716.8,4.7339,,0.6141,25.09,,5.911,18.14,,,2.553
1990-11-01,27.265,1.95,40.3875,5.755,1.1652,130.48,2.702,5.62,1.7125,7.7985,0.7837,1.2762,716.4,4.7339,,0.6115,25.14,,5.865,18.1,,,2.532
1990-11-02,27.2645,1.9515,40.3875,5.76,1.1655,128.6,2.702,5.6,1.709,7.8,0.7765,1.2707,716.7,4.7339,,0.6071,25.1,,5.8585,18.08,,,2.542
1990-11-05,27.2625,1.9695,40.3775,5.6925,1.1587,126.8,2.7015,5.5525,1.7005,7.798,0.782,1.2505,717.4,4.7339,,0.6145,25.1,,5.81,18.1,,,2.5285
1990-11-06,27.2595,1.973,40.3675,5.68,1.1611,127.3,2.701,5.544,1.705,7.7965,0.787,1.25,718.2,4.7339,,0.6145,25.01,,5.788,18.1,,,2.525
1990-11-07,27.267,1.976,40.3775,5.6675,1.1628,128.15,2.701,5.5345,1.7025,7.7975,0.7785,1.244,718.3,4.7339,,0.6135,25.06,,5.773,18.09,,,2.52
1990-11-08,27.265,1.967,40.3675,5.698,1.169,129.9,2.702,5.5635,1.7085,7.7985,0.7781,1.2485,718.3,4.7339,,0.612,25.08,,5.812,18.13,,,2.53
1990-11-09,27.265,1.9665,40.3575,5.7,1.17,129.73,2.7005,5.567,1.712,7.799,0.7794,1.25,718.1,4.7339,,0.6105,25.13,,5.81,18.13,,,2.5255
1990-11-13,27.2645,1.9642,40.3575,5.6695,1.1658,129.6,2.6995,5.548,1.7115,7.7925,0.7725,1.2537,717.9,4.7339,,0.6125,25.04,,5.779,18.14,,,2.5325
1990-11-14,27.24,1.961,40.3575,5.6485,1.1645,129.62,2.6985,5.543,1.7135,7.793,0.7707,1.246,717.3,4.7339,,0.61,25.1,,5.756,18.1,,,2.5155
1990-11-15,27.24,1.9595,40.3575,5.676,1.1621,129.27,2.6955,5.55,1.7115,7.794,0.772,1.2522,716.8,4.7339,,0.6095,25.07,,5.785,18.08,,,2.531
1990-11-16,27.2475,1.966,40.3675,5.6515,1.164,129.43,2.6965,5.538,1.712,7.7945,0.7695,1.244,716.5,,,0.6094,25.09,,5.763,18.09,,,2.53
1990-11-19,27.2475,1.9707,40.3575,5.6625,1.1631,129.0,2.693,5.5385,1.7095,7.794,0.7635,1.2457,717.0,5.2352,,0.6095,25.06,,5.768,18.07,,,2.538
1990-11-20,27.23,1.9698,40.3575,5.668,1.16,128.95,2.69,5.5465,1.7095,7.7895,0.7653,1.2473,717.0,5.2352,,0.6118,25.06,,5.779,18.07,,,2.526
1990-11-21,27.214,1.9685,40.3675,5.6892,1.1592,127.65,2.681,5.555,1.714,7.786,0.7635,1.2513,717.2,5.2352,,0.6125,25.05,,5.797,18.02,,,2.53
1990-11-23,27.182,1.967,40.3475,5.6985,1.1593,127.35,2.682,5.5625,1.709,7.796,0.7658,1.2585,717.4,5.2352,,0.6137,25.02,,5.7975,18.05,,,2.501
1990-11-26,27.2275,1.9658,40.3375,5.7245,1.16,128.75,2.6835,5.5785,1.7095,7.7905,0.7663,1.2675,716.8,5.2352,,0.6119,25.05,,5.8205,18.08,,,2.52
1990-11-27,27.23,1.976,40.3275,5.673,1.1635,128.33,2.684,5.545,1.7085,7.792,0.7684,1.26,716.1,5.2352,,0.6113,25.06,,5.774,18.1,,,2.5075
1990-11-28,27.22,1.972,40.3175,5.698,1.1652,129.85,2.6865,5.5635,1.7065,7.795,0.7691,1.2683,715.7,5.2352,,0.61,25.04,,5.789,18.13,,,2.515
1990-11-29,27.229,1.9515,40.3175,5.7325,1.1648,132.45,2.6935,5.597,1.7125,7.797,0.7722,1.277,715.6,5.2352,,0.6092,25.1,,5.8215,18.12,,,2.52
1990-11-30,27.277,1.9392,40.3075,5.7465,1.1658,133.1,2.7045,5.6185,1.722,7.8005,0.774,1.2765,715.9,5.2352,,0.609,25.2,,5.846,18.17,,,2.525
1990-12-03,27.2495,1.9195,40.2975,5.8065,1.1655,134.4,2.7005,5.662,1.722,7.8055,0.7768,1.292,715.8,5.2352,,0.61,25.17,,5.908,18.16,,,2.533
1990-12-04,27.2745,1.926,40.2875,5.7765,1.1638,134.05,2.7005,5.6385,1.723,7.803,0.7773,1.2842,715.2,5.2352,,0.6093,25.22,,5.8795,18.11,,,2.534
1990-12-05,27.2575,1.922,40.2775,5.7825,1.163,134.53,2.699,5.6475,1.7195,7.804,0.7692,1.2835,716.0,5.2352,,0.609,25.19,,5.8915,18.09,,,2.54
1990-12-06,27.223,1.938,40.2575,5.733,1.1623,132.35,2.7015,5.6035,1.7185,7.8055,0.77,1.2725,716.8,5.2352,,0.6008,25.21,,5.835,18.12,,,2.5165
1990-12-07,27.19,1.95,40.2575,5.687,1.159,131.05,2.697,5.5675,1.718,7.804,0.7735,1.263,717.1,5.2352,,0.6025,25.21,,5.7945,18.1,,,2.505
1990-12-10,27.15,1.9425,40.2475,5.663,1.157,131.9,2.6965,5.5575,1.7115,7.8015,0.7667,1.262,717.7,5.2352,,0.6043,25.09,,5.771,18.09,,,2.512
1990-12-11,27.15,1.939,40.2375,5.7005,1.1589,132.1,2.697,5.582,1.7145,7.8005,0.7677,1.2675,718.3,5.2352,,0.6005,25.12,,5.8065,18.08,,,2.521
1990-12-12,27.155,1.944,40.2275,5.6955,1.1602,131.82,2.6955,5.577,1.714,7.803,0.766,1.2645,718.3,5.2352,,0.6011,25.14,,5.8,18.06,,,2.517
1990-12-13,27.12,1.9435,40.2275,5.703,1.16,132.13,2.6935,5.578,1.711,7.804,0.7581,1.2655,718.5,5.2352,,0.596,25.12,,5.81,18.09,,,2.529
1990-12-14,27.112,1.9391,40.2275,5.72,1.1599,132.95,2.6945,5.588,1.715,7.8025,0.7675,1.2742,719.1,5.2352,,0.5985,25.14,,5.823,18.11,,,2.52
1990-12-18,27.114,1.935,40.2275,5.741,1.1566,133.23,2.702,5.603,1.7225,7.8025,0.7701,1.2703,720.2,5.2352,,0.5872,25.18,,5.824,18.15,,,2.523
1990-12-19,27.112,1.931,40.2275,5.721,1.1593,134.15,2.702,5.5885,1.728,7.8025,0.771,1.27,720.2,5.2352,,0.5997,25.16,,5.807,18.16,,,2.523
1990-12-20,27.1025,1.906,40.2275,5.798,1.159,134.85,2.702,5.6495,1.736,7.8025,0.7734,1.2898,720.3,5.2352,,0.59,25.19,,5.8835,18.18,,,2.55
1990-12-26,27.1395,1.885,40.2375,5.894,1.16,136.05,2.7193,5.7265,1.755,7.8055,0.774,1.307,719.9,5.2352,,0.586,25.28,,6.002,,,,2.574
1990-12-27,27.1125,1.887,40.2375,5.91,1.1612,136.45,2.729,5.733,1.7545,7.805,0.7675,1.306,720.4,5.2352,,0.585,25.38,,6.003,,,,2.585
1990-12-28,27.129,1.921,40.2375,5.784,1.1612,135.12,2.7155,5.632,1.7435,7.801,0.77,1.2795,719.8,5.2352,,0.5855,25.31,,5.8725,18.12,,,2.545
