DATE,TWD,GBP,LKR,DKK,CAD,JPY,MYR,SEK,SGD,HKD,AUD,CHF,KRW,CNY,VEF,NZD,THB,EUR,NOK,INR,MXN,BRL,ZAR
1983-10-03,39.42,1.4835,24.4,9.474,1.2325,234.15,2.347,7.813,2.137,8.7,0.8979,2.113,790.95,1.9703,,0.6582,22.99,,7.33,10.2,,,1.1084
1983-10-04,39.42,1.475,24.4,9.5,1.2327,234.1,2.347,7.815,2.138,8.52,0.8997,2.1175,790.95,1.9703,,0.6567,22.99,,7.345,10.22,,,1.1217
1983-10-05,39.42,1.489,24.4,9.396,1.2313,232.9,2.346,7.777,2.136,8.67,0.9052,2.1015,790.95,1.9703,,0.6586,22.99,,7.294,10.2,,,1.1173
1983-10-06,39.42,1.4903,24.4,9.326,1.2304,232.4,2.343,7.76,2.133,8.54,0.9129,2.0945,790.95,1.9605,,0.6517,22.99,,7.283,10.2,,,1.1148
1983-10-07,39.42,1.509,24.39,9.29,1.2299,230.85,2.3435,7.715,2.134,8.45,0.9142,2.087,790.95,1.9605,,0.664,22.99,,7.2625,10.21,,,1.1167
1983-10-11,39.42,1.508,24.39,9.355,1.232,232.05,2.344,7.745,2.135,8.27,0.9156,2.1035,790.95,1.9527,,0.6646,22.99,,7.2875,10.19,,,1.1124
1983-10-12,39.42,1.504,24.39,9.439,1.233,234.28,2.346,7.805,2.136,8.26,0.912,2.123,790.95,1.9527,,0.6619,22.99,,7.325,10.2,,,1.1179
1983-10-13,39.42,1.4995,24.39,9.415,1.2326,233.15,2.3445,7.7875,2.1345,8.23,0.9112,2.1155,790.95,1.9624,,0.6625,22.99,,7.308,10.21,,,1.1192
1983-10-14,39.42,1.4994,24.405,9.495,1.2329,232.8,2.346,7.83,2.1365,8.17,0.9113,2.121,790.95,1.9624,,0.662,22.99,,7.36,10.21,,,1.1211
1983-10-17,39.42,1.5005,24.405,9.421,1.232,232.95,2.3435,7.795,2.1345,8.0,0.9172,2.1103,791.05,1.9624,,0.6635,22.99,,7.3125,10.2,,,1.1167
1983-10-18,39.42,1.5005,24.405,9.36,1.2313,232.3,2.346,7.765,2.1325,7.87,0.9171,2.098,791.05,1.9624,,0.6638,22.99,,7.285,10.21,,,1.1192
1983-10-19,39.42,1.5003,24.405,9.3975,1.2313,232.65,2.344,7.761,2.133,7.84,0.9166,2.0995,791.05,1.9624,,0.6626,22.99,,7.3,10.2,,,1.1221
1983-10-20,39.42,1.4978,24.405,9.3925,1.2315,232.5,2.3435,7.768,2.1335,7.78,0.9165,2.104,791.15,1.9624,,0.6628,22.99,,7.3125,10.22,,,1.1293
1983-10-21,39.42,1.5018,24.4125,9.365,1.2312,232.38,2.343,7.756,2.133,7.79,0.9216,2.101,791.15,1.9722,,0.664,22.99,,7.304,10.24,,,1.1293
1983-10-24,39.42,1.4975,24.4125,9.445,1.2326,233.5,2.3455,7.795,2.136,7.8,0.919,2.1208,791.15,1.9722,,0.6629,22.99,,7.3465,10.25,,,1.1319
1983-10-25,39.42,1.4997,24.4125,9.413,1.2325,232.45,2.345,7.773,2.1345,7.8,0.9193,2.1145,792.15,1.9722,,0.6635,22.99,,7.338,10.27,,,1.1297
1983-10-26,39.42,1.498,24.4125,9.453,1.2326,232.95,2.346,7.796,2.136,7.8,0.9175,2.123,792.15,1.9722,,0.6625,22.99,,7.367,10.29,,,1.1293
1983-10-27,39.42,1.4942,24.4125,9.455,1.2325,232.6,2.3465,7.801,2.1365,7.8,0.9178,2.1245,792.25,1.9722,,0.6625,22.99,,7.366,10.29,,,1.1448
1983-10-28,39.42,1.495,24.48,9.465,1.2325,232.7,2.3445,7.805,2.135,7.8025,0.9186,2.1295,792.65,1.9722,,0.6627,22.99,,7.375,10.28,,,1.1447
1983-10-31,39.42,1.4952,24.48,9.4865,1.2326,234.05,2.347,7.8255,2.136,7.8025,0.9135,2.143,793.05,1.984,,0.6615,22.99,,7.386,10.29,,,1.1744
1983-11-01,39.42,1.4855,24.48,9.575,1.2333,234.77,2.347,7.8725,2.137,7.8065,0.9133,2.1615,794.05,1.994,,0.6603,22.99,,7.4225,10.3,,,1.173
1983-11-02,39.42,1.4871,24.48,9.5345,1.233,234.45,2.3465,7.84,2.1365,7.805,0.9135,2.1505,794.75,1.994,,0.6595,22.99,,7.4025,10.31,,,1.1765
1983-11-03,39.42,1.487,24.48,9.5775,1.2332,234.35,2.3455,7.86,2.1345,7.7975,0.9149,2.158,795.25,1.994,,0.6607,22.99,,7.42,10.31,,,1.1588
1983-11-04,38.66,1.488,24.5,9.6075,1.2344,236.65,2.3465,7.895,2.136,7.802,0.911,2.17,795.25,1.994,,0.6582,22.99,,7.445,10.31,,,1.1765
1983-11-07,38.66,1.4855,24.5,9.65,1.2355,237.0,2.348,7.893,2.136,7.8075,0.9108,2.177,795.25,1.994,,0.6576,22.99,,7.464,10.32,,,1.173
1983-11-09,38.66,1.4845,24.5,9.6275,1.2355,235.4,2.3465,7.8925,2.1345,7.8175,0.9125,2.1675,796.75,1.994,,0.659,22.99,,7.445,10.36,,,1.1737
1983-11-10,38.66,1.491,24.55,9.58,1.2347,234.45,2.3465,7.875,2.134,7.82,0.9169,2.152,796.75,1.994,,0.6602,22.99,,7.418,10.34,,,1.1703
1983-11-14,38.66,1.484,24.55,9.6375,1.2357,234.65,2.343,7.888,2.131,7.8175,0.9186,2.163,796.75,1.994,,0.6606,22.99,,7.44,10.36,,,1.171
1983-11-15,38.66,1.4851,24.55,9.635,1.2365,234.45,2.342,7.897,2.131,7.8175,0.9215,2.1634,796.75,1.994,,0.6607,22.99,,7.45,10.38,,,1.1806
1983-11-16,38.66,1.483,24.55,9.6725,1.2367,235.4,2.342,7.9325,2.131,7.8125,0.9196,2.1665,796.75,1.994,,0.6597,22.99,,7.4775,10.38,,,1.1806
1983-11-17,38.66,1.4783,24.55,9.7325,1.2375,236.25,2.343,7.9525,2.1325,7.815,0.917,2.183,796.75,1.994,,0.6586,22.99,,7.4975,10.4,,,1.1955
1983-11-18,38.66,1.4695,24.55,9.7425,1.2381,235.95,2.344,7.955,2.1325,7.8175,0.9178,2.1865,796.75,1.994,,0.6577,22.99,,7.5025,10.41,,,1.1933
1983-11-21,38.66,1.465,24.66,9.7475,1.2382,235.2,2.345,7.945,2.1335,7.817,0.9189,2.183,796.75,1.994,,0.6571,22.99,,7.485,10.45,,,1.2095
1983-11-22,38.66,1.474,24.66,9.7025,1.2367,234.5,2.345,7.94,2.1325,7.8175,0.9209,2.1695,796.75,1.994,,0.6585,22.99,,7.485,10.41,,,1.2048
1983-11-23,38.66,1.4675,24.66,9.729,1.2377,235.05,2.345,7.9425,2.132,7.817,0.9205,2.179,796.75,1.994,,0.6584,22.99,,7.49,10.4,,,1.2077
1983-11-25,38.66,1.4595,24.66,9.7925,1.2401,235.1,2.3457,7.985,2.1333,7.815,0.9152,2.1815,796.75,1.994,,0.6555,22.99,,7.529,10.43,,,1.2173
1983-11-28,38.66,1.4587,24.66,9.7975,1.2402,234.85,2.3445,7.975,2.133,7.808,0.9135,2.177,796.75,1.994,,0.6564,22.99,,7.525,10.45,,,1.2019
1983-11-29,38.66,1.46,24.66,9.805,1.2406,234.6,2.3455,7.9825,2.1315,7.81,0.9114,2.1815,797.25,1.994,,0.6555,22.99,,7.526,10.45,,,1.2048
1983-11-30,38.66,1.463,24.66,9.7575,1.2392,232.5,2.344,7.96,2.1325,7.8085,0.9147,2.1615,797.25,1.994,,0.658,22.99,,7.4975,10.42,,,1.1919
1983-12-01,38.66,1.4578,24.66,9.764,1.24,232.53,2.3415,7.958,2.13,7.8085,0.93,2.163,797.25,1.986,,0.662,22.99,,7.4955,10.41,,,1.199
1983-12-02,38.66,1.4572,23.69,9.7725,1.2444,233.4,2.3418,7.9925,2.1295,7.8135,0.917,2.174,797.25,1.986,,0.658,22.99,,7.525,10.41,,,1.2005
1983-12-05,38.66,1.4455,24.69,9.908,1.2457,235.2,2.3418,8.027,2.131,7.814,0.9084,2.19,797.25,1.986,,0.6536,22.99,,7.5975,10.44,,,1.2136
1983-12-06,38.66,1.4505,24.69,9.87,1.2438,234.3,2.343,8.0075,2.1315,7.8135,0.9085,2.1865,798.25,1.9939,,0.6543,22.99,,7.585,10.46,,,1.2129
1983-12-07,38.66,1.439,24.69,9.9075,1.2445,234.05,2.343,8.0175,2.132,7.8145,0.9077,2.1905,798.25,1.9939,,0.6542,22.99,,7.63,10.47,,,1.211
1983-12-08,38.66,1.4415,24.69,9.903,1.2449,234.3,2.343,8.004,2.131,7.814,0.8985,2.194,798.25,1.9939,,0.6525,22.99,,7.705,10.46,,,1.2154
1983-12-09,38.66,1.435,24.79,9.9625,1.2492,236.9,2.344,8.0475,2.134,7.817,0.909,2.2115,798.45,1.9939,,0.65,22.99,,7.745,10.45,,,1.2203
1983-12-12,38.66,1.4307,24.79,9.99,1.2481,236.65,2.344,8.067,2.135,7.8205,0.91,2.212,798.45,1.9939,,0.6515,22.99,,7.7575,10.44,,,1.2136
1983-12-13,40.2,1.4165,24.79,10.0325,1.2507,236.25,2.343,8.1175,2.1385,7.815,0.9015,2.22,799.75,1.9939,,0.6495,22.99,,7.8,10.44,,,1.2136
1983-12-14,40.2,1.415,24.79,10.015,1.2508,235.08,2.341,8.114,2.1335,7.8185,0.892,2.2125,799.75,1.9939,,0.6475,22.99,,7.79,10.46,,,1.2136
1983-12-15,40.2,1.4215,24.79,10.002,1.2493,234.9,2.3405,8.122,2.134,7.818,0.898,2.2135,799.95,1.9939,,0.6485,22.99,,7.805,10.48,,,1.221
1983-12-16,40.2,1.415,24.79,10.0475,1.2511,235.5,2.3425,8.1475,2.138,7.8205,0.893,2.216,799.95,1.9939,,0.6475,22.99,,7.805,10.52,,,1.2262
1983-12-19,40.2,1.4182,24.79,10.045,1.2501,236.1,2.3405,8.133,2.134,7.813,0.879,2.2115,799.95,1.9939,,0.6447,22.99,,7.8125,10.52,,,1.2271
1983-12-20,40.2,1.419,24.79,10.0175,1.2488,234.8,2.337,8.108,2.131,7.784,0.8775,2.208,800.15,1.9939,,0.6455,22.99,,7.797,10.55,,,1.224
1983-12-21,40.2,1.4225,24.79,10.024,1.2491,234.7,2.3355,8.103,2.131,7.785,0.886,2.2105,800.15,1.9939,,0.6468,22.99,,7.805,10.55,,,1.2255
1983-12-22,40.2,1.427,24.79,10.025,1.2477,234.05,2.338,8.091,2.129,7.792,0.9015,2.2115,800.15,1.9939,,0.6505,22.99,,7.8,10.53,,,1.224
1983-12-23,40.2,1.4315,25.02,10.0,1.246,233.9,2.342,8.075,2.132,7.7925,0.9,2.198,800.15,1.9939,,0.6505,22.99,,7.791,10.6,,,1.2203
1983-12-27,40.2,1.432,25.02,9.9875,1.2451,233.8,2.34,8.07,2.135,7.795,0.9,2.19,800.15,1.9939,,0.65,22.99,,7.7725,10.57,,,1.2218
1983-12-28,40.2,1.436,25.02,9.975,1.2461,233.4,2.3395,8.052,2.128,7.781,0.8988,2.189,800.15,1.9939,,0.651,22.99,,7.755,10.52,,,1.2195
1983-12-29,40.2,1.4475,25.02,9.885,1.245,232.2,2.3385,8.013,2.1265,7.783,0.8965,2.184,800.15,1.9859,,0.6527,22.99,,7.715,10.51,,,1.2195
1983-12-30,40.2,1.4515,25.02,9.88,1.2445,231.7,2.335,8.01,2.122,7.7805,0.8965,2.179,800.15,1.9859,,0.6545,23.04,,7.71,10.49,,,1.2225
1984-01-03,40.2,1.4287,25.02,9.985,1.2461,232.45,2.337,8.082,2.126,7.799,0.8975,2.2165,800.15,1.9859,,0.651,23.04,,7.802,10.57,,,1.23
1984-01-04,40.2,1.4173,25.02,10.08,1.249,233.42,2.342,8.16,2.132,7.808,0.8975,2.233,800.15,2.0057,,0.6485,23.04,,7.8475,10.63,,,1.2415
1984-01-05,40.2,1.4125,25.02,10.1225,1.2496,232.7,2.3425,8.161,2.1325,7.792,0.8995,2.2315,800.15,2.0157,,0.649,23.04,,7.85,10.69,,,1.2415
1984-01-06,40.2,1.407,25.18,10.155,1.2497,232.7,2.342,8.175,2.131,7.801,0.9095,2.2383,800.15,2.0259,,0.6494,23.0,,7.8775,10.74,,,1.2579
1984-01-09,40.2,1.4028,25.18,10.24,1.2523,233.3,2.3435,8.22,2.132,7.799,0.9108,2.252,800.15,2.0259,,0.6485,23.0,,7.945,10.74,,,1.2723
1984-01-10,40.2,1.4024,25.18,10.185,1.2518,233.45,2.3405,8.19,2.13,7.7965,0.9087,2.2355,800.15,2.0461,,0.6482,23.0,,7.9025,10.72,,,1.2658
1984-01-11,40.2,1.3963,25.18,10.2575,1.2523,234.45,2.341,8.2575,2.131,7.796,0.9013,2.253,800.15,2.0461,,0.6465,23.0,,7.96,10.7,,,1.2634
1984-01-12,40.2,1.3981,25.18,10.27,1.2499,234.87,2.343,8.253,2.132,7.7965,0.9035,2.25,800.15,2.0461,,0.646,23.0,,7.945,10.72,,,1.2666
1984-01-13,40.2,1.41,25.2,10.1575,1.2473,233.4,2.3405,8.155,2.13,7.795,0.9075,2.2275,800.15,2.0461,,0.649,23.0,,7.8775,10.75,,,1.2539
1984-01-16,40.2,1.4195,25.2,10.14,1.2448,233.3,2.3415,8.1745,2.13,7.7945,0.9055,2.222,800.15,2.0461,,0.65,23.0,,7.8625,10.7,,,1.2477
1984-01-17,40.2,1.4105,25.2,10.163,1.2481,234.28,2.341,8.18,2.131,7.796,0.903,2.2365,800.15,2.0461,,0.6485,23.0,,7.84,10.69,,,1.2508
1984-01-18,40.2,1.414,25.2,10.1525,1.2485,233.6,2.342,8.173,2.131,7.799,0.9005,2.2325,800.15,2.0563,,0.6482,23.0,,7.84,10.72,,,1.2508
1984-01-19,40.2,1.418,25.2,10.125,1.2466,233.35,2.3405,8.158,2.1305,7.7975,0.9008,2.223,800.15,2.0563,,0.6495,23.0,,7.823,10.73,,,1.2477
1984-01-20,40.2,1.4005,25.2,10.215,1.2472,234.5,2.3415,8.195,2.1315,7.7955,0.9022,2.2405,798.6,2.0563,,0.647,23.0,,7.865,10.7,,,1.2618
1984-01-27,40.23,1.4035,25.28,10.234,1.2482,234.28,2.3405,8.175,2.1315,7.8025,0.9158,2.246,800.7,2.079,,0.6493,23.0,,7.884,10.75,,,1.2674
1984-01-30,40.23,1.4074,25.28,10.193,1.2486,234.58,2.34,8.181,2.1305,7.8,0.9172,2.2415,800.7,2.079,,0.6498,23.0,,7.86,10.74,,,1.2715
1984-01-31,40.23,1.4012,25.28,10.215,1.2493,234.67,2.3405,8.188,2.132,7.8005,0.9172,2.253,801.3,2.079,,0.6493,23.0,,7.882,10.76,,,1.2715
1984-02-06,40.23,1.4225,25.27,9.9775,1.2453,233.1,2.3385,8.0975,2.13,7.797,0.9215,2.213,800.6,2.0623,,0.6543,23.0,,7.795,10.76,,,1.2446
1984-02-07,40.23,1.4107,25.27,10.074,1.2477,234.5,2.3395,8.1345,2.131,7.7965,0.9218,2.235,800.6,2.0768,,0.6515,23.0,,7.8035,10.76,,,1.2602
1984-02-08,40.23,1.4128,25.27,10.0225,1.2463,234.15,2.3385,8.117,2.1315,7.7965,0.9278,2.2295,800.3,2.0768,,0.653,23.0,,7.79,10.76,,,1.2484
1984-02-09,40.23,1.421,25.27,9.965,1.2461,233.88,2.3385,8.095,2.1315,7.797,0.9315,2.2275,800.3,2.0768,,0.653,23.0,,7.79,10.76,,,1.2484
1984-02-10,40.23,1.4143,25.29,9.982,1.2463,234.6,2.3395,8.105,2.132,7.788,0.9303,2.24,799.3,2.0768,,0.6535,23.0,,7.768,10.77,,,1.25
1984-02-14,40.23,1.428,25.29,9.905,1.2476,233.95,2.3395,8.0725,2.131,7.782,0.9347,2.223,799.3,2.0768,,0.6548,23.0,,7.745,10.76,,,1.2438
1984-02-15,40.23,1.4445,25.29,9.7675,1.245,233.2,2.3365,7.99,2.129,7.7805,0.939,2.197,799.3,2.0601,,0.6593,23.0,,7.665,10.75,,,1.2315
1984-02-16,40.23,1.446,25.29,9.77,1.2465,232.85,2.3335,7.95,2.126,7.779,0.9442,2.1925,799.3,2.0519,,0.6604,23.0,,7.645,10.74,,,1.2262
1984-02-17,40.23,1.451,25.29,9.7975,1.2476,233.2,2.3335,7.97,2.126,7.776,0.9454,2.1945,799.3,2.0519,,0.6613,23.0,,7.665,10.73,,,1.2262
1984-02-21,40.23,1.441,25.29,9.895,1.2498,234.1,2.3385,8.005,2.1305,7.7965,0.94,2.2205,799.3,2.0519,,0.66,23.0,,7.7065,10.74,,,1.2232
1984-02-22,40.24,1.4515,25.28,9.738,1.2479,233.2,2.336,7.93,2.1275,7.7935,0.9415,2.194,798.7,2.0519,,0.6615,23.0,,7.6275,10.74,,,1.2107
1984-02-23,40.25,1.4575,25.29,9.752,1.2494,233.6,2.3335,7.91,2.1265,7.785,0.9443,2.193,799.3,2.0519,,0.6623,23.0,,7.622,10.75,,,1.2034
1984-02-24,40.26,1.4725,25.24,9.635,1.2502,233.2,2.3335,7.825,2.126,7.774,0.9435,2.174,797.1,2.0519,,0.6635,23.0,,7.545,10.71,,,1.2012
1984-02-27,40.25,1.473,25.24,9.6775,1.2535,233.3,2.334,7.86,2.126,7.779,0.9428,2.178,796.1,2.0519,,0.6628,23.0,,7.5825,10.74,,,1.2129
1984-02-28,40.26,1.4915,25.24,9.6375,1.2521,233.52,2.332,7.7975,2.122,7.778,0.9441,2.1665,797.1,2.0519,,0.6663,23.0,,7.52,10.7,,,1.2005
1984-02-29,40.22,1.4905,25.2,9.535,1.2519,233.43,2.3315,7.77,2.121,7.787,0.9435,2.168,795.3,2.0519,,0.6662,23.0,,7.5025,10.69,,,1.1976
1984-03-01,40.2,1.478,25.21,9.5675,1.2416,233.43,2.333,7.799,2.122,7.78,0.9442,2.176,795.3,2.0519,,0.665,23.0,,7.5225,10.68,,,1.2044
1984-03-02,40.19,1.481,25.24,9.475,1.2511,228.2,2.3245,7.76,2.115,7.781,0.9439,2.1545,795.4,2.0519,,0.6662,23.0,,7.48,10.67,,,1.199
1984-03-05,40.18,1.4845,25.19,9.468,1.2523,223.35,2.281,7.719,2.075,7.78,0.955,2.128,794.4,2.0519,,0.6628,23.0,,7.45,10.67,,,1.1926
1984-03-06,40.18,1.484,25.19,9.375,1.2558,223.35,2.282,7.64,2.0775,7.7795,0.9553,2.1095,793.4,2.0417,,0.6728,23.0,,7.4,10.67,,,1.1905
1984-03-07,40.17,1.4755,25.19,9.36,1.2602,223.25,2.286,7.6425,2.09,7.777,0.954,2.116,792.4,2.0417,,0.6722,23.0,,7.4175,10.67,,,1.1912
1984-03-08,40.15,1.458,25.19,9.465,1.2651,224.55,2.2975,7.6975,2.0965,7.779,0.9529,2.136,792.4,2.0498,,0.6685,23.0,,7.4725,10.67,,,1.199
1984-03-09,40.14,1.4625,25.16,9.45,1.271,224.8,2.287,7.6975,2.086,7.781,0.9542,2.134,793.3,2.0498,,0.6692,23.0,,7.47,10.69,,,1.1947
1984-03-12,40.11,1.4532,25.18,9.52,1.2784,224.83,2.293,7.7575,2.0905,7.797,0.9552,2.153,794.3,2.0683,,0.668,23.0,,7.515,10.69,,,1.2107
1984-03-13,40.1,1.4675,25.18,9.4075,1.2675,223.15,2.284,7.688,2.084,7.801,0.963,2.126,795.3,2.0683,,0.6721,23.0,,7.448,10.7,,,1.1983
1984-03-15,40.07,1.461,25.17,9.4475,1.2735,224.1,2.2815,7.7075,2.0805,7.797,0.964,2.143,793.3,2.0579,,0.67,23.0,,7.4725,10.68,,,1.2092
1984-03-16,40.05,1.445,25.17,9.605,1.2697,225.85,2.2885,7.775,2.0885,7.797,0.9635,2.156,794.3,2.0662,,0.668,23.01,,7.5625,10.72,,,1.224
1984-03-19,40.04,1.443,25.17,9.61,1.2762,225.8,2.296,7.78,2.091,7.8,0.9554,2.163,795.3,2.0744,,0.6665,23.0,,7.5625,10.76,,,1.2392
1984-03-20,40.04,1.439,25.17,9.6425,1.2767,226.0,2.298,7.806,2.094,7.7975,0.9565,2.167,796.3,2.0744,,0.666,23.0,,7.58,10.77,,,1.2399
1984-03-21,40.02,1.4313,25.17,9.685,1.2767,226.8,2.299,7.83,2.0945,7.801,0.951,2.1767,795.7,2.0847,,0.663,23.01,,7.609,10.78,,,1.2438
1984-03-22,40.0,1.4303,25.17,9.655,1.2743,226.45,2.2985,7.795,2.0925,7.7985,0.9405,2.175,796.7,2.0847,,0.6612,23.01,,7.585,10.79,,,1.243
1984-03-23,39.98,1.436,25.17,9.662,1.2773,225.63,2.293,7.775,2.0895,7.799,0.942,2.172,796.6,2.0847,,0.6638,23.0,,7.565,10.77,,,1.2422
1984-03-26,39.96,1.4475,25.17,9.535,1.2774,224.67,2.29,7.735,2.084,7.797,0.952,2.157,795.6,2.0847,,0.6665,23.01,,7.5225,10.75,,,1.2346
1984-03-27,40.0,1.447,25.17,9.5075,1.2791,224.45,2.287,7.705,2.0795,7.7955,0.9485,2.1522,794.6,2.0743,,0.6675,23.01,,7.5025,10.73,,,1.2255
1984-03-28,40.0,1.4465,25.17,9.53,1.2793,224.7,2.293,7.725,2.086,7.815,0.9378,2.158,793.6,2.0743,,0.665,23.01,,7.5075,10.74,,,1.2438
1984-03-30,39.99,1.4375,25.13,9.52,1.2766,224.75,2.2915,7.72,2.087,7.817,0.9362,2.1525,792.9,2.0639,,0.6638,23.01,,7.51,10.76,,,1.2376
1984-04-02,39.95,1.433,25.14,9.56,1.2745,224.65,2.2945,7.735,2.086,7.8095,0.938,2.1535,793.8,2.0639,,0.664,23.01,,7.52,10.76,,,1.2422
1984-04-03,39.93,1.4315,25.13,9.655,1.2778,225.1,2.2955,7.78,2.0885,7.806,0.9405,2.1675,794.4,2.0743,,0.6633,23.01,,7.555,10.78,,,1.2422
1984-04-05,39.92,1.426,25.13,9.665,1.2788,225.6,2.29,7.7925,2.087,7.798,0.928,2.181,795.4,2.0743,,0.66,23.01,,7.5575,10.77,,,1.2461
1984-04-06,39.9,1.43,25.13,9.635,1.2791,225.35,2.294,7.786,2.093,7.801,0.9208,2.175,795.4,2.0846,,0.6595,23.01,,7.5575,10.77,,,1.2461
1984-04-10,39.84,1.437,25.13,9.63,1.2785,225.18,2.2925,7.785,2.088,7.8005,0.9185,2.1695,795.4,2.0846,,0.659,23.01,,7.545,10.8,,,1.2453
1984-04-13,39.81,1.429,25.13,9.65,1.2787,224.7,2.288,7.8,2.083,7.807,0.9177,2.1765,795.2,2.0846,,0.6595,23.01,,7.57,10.8,,,1.243
1984-04-16,39.78,1.4215,25.13,9.69,1.2804,225.42,2.289,7.83,2.086,7.809,0.9175,2.1868,796.0,2.0846,,0.658,23.01,,7.585,10.82,,,1.2461
1984-04-17,39.76,1.4211,25.13,9.7125,1.2799,225.05,2.29,7.845,2.085,7.81,0.9208,2.193,797.0,2.0846,,0.6585,23.01,,7.605,10.82,,,1.2461
1984-04-18,39.75,1.4192,25.13,9.73,1.2805,224.8,2.2875,7.845,2.085,7.804,0.9222,2.1903,796.0,2.0846,,0.6588,23.01,,7.59,10.81,,,1.25
1984-04-19,39.74,1.4177,25.13,9.795,1.2813,225.1,2.2905,7.8925,2.088,7.811,0.9221,2.202,796.4,2.0846,,0.654,23.01,,7.6375,10.82,,,1.2516
1984-04-20,39.73,1.416,25.13,9.805,1.2809,225.1,2.288,7.89,2.0865,7.809,0.9225,2.202,797.2,2.1055,,0.653,23.01,,7.62,10.82,,,1.2484
1984-04-24,39.7,1.4072,25.13,9.85,1.2811,225.85,2.2895,7.92,2.0865,7.8135,0.918,2.2175,797.4,2.1055,,0.656,23.01,,7.655,10.87,,,1.2531
1984-04-25,39.69,1.4115,25.13,9.84,1.2792,225.6,2.288,7.92,2.0855,7.811,0.9195,2.216,798.4,2.1181,,0.6562,23.01,,7.6575,10.88,,,1.2488
1984-04-26,39.68,1.4038,25.13,9.906,1.2789,225.75,2.29,7.94,2.0565,7.812,0.9195,2.2262,798.4,2.1181,,0.6558,23.01,,7.691,10.89,,,1.2492
1984-04-27,39.68,1.4015,25.16,9.942,1.281,226.55,2.29,7.965,2.088,7.8135,0.919,2.2345,798.6,2.1329,,0.6545,23.01,,7.703,10.91,,,1.2508
1984-04-30,39.68,1.398,25.15,9.971,1.2845,227.0,2.291,7.985,2.088,7.8185,0.919,2.2465,799.6,2.1329,,0.654,23.01,,7.733,10.93,,,1.256
1984-05-02,39.67,1.399,25.15,9.982,1.2943,227.05,2.291,8.001,2.088,7.8145,0.9287,2.2477,801.4,2.1458,,0.6555,23.01,,7.737,10.94,,,1.2571
1984-05-03,39.66,1.413,25.16,9.917,1.2888,226.4,2.291,7.9885,2.088,7.8145,0.933,2.242,801.3,2.1458,,0.6572,23.01,,7.718,10.92,,,1.2571
1984-05-04,39.65,1.408,25.15,9.97,1.2917,226.85,2.2905,8.025,2.0875,7.8065,0.9263,2.2505,800.3,2.1414,,0.6557,23.01,,7.74,10.93,,,1.2579
1984-05-07,39.64,1.3855,25.17,10.115,1.2944,229.0,2.293,8.105,2.093,7.8155,0.915,2.282,800.3,2.1629,,0.6505,23.01,,7.83,10.98,,,1.2626
1984-05-08,39.63,1.3825,25.17,10.153,1.2964,229.15,2.2965,8.123,2.096,7.807,0.9112,2.282,800.3,2.1845,,0.6495,23.01,,7.8415,11.0,,,1.2715
1984-05-09,39.63,1.389,25.17,10.11,1.2951,228.87,2.2975,8.126,2.0975,7.819,0.9102,2.28,801.3,2.1845,,0.65,23.01,,7.846,11.0,,,1.3193
1984-05-10,39.63,1.383,25.17,10.17,1.2975,229.2,2.2985,8.15,2.099,7.819,0.9034,2.288,802.0,2.1845,,0.6465,23.01,,7.8775,11.1,,,1.2854
1984-05-11,39.63,1.3835,25.17,10.1375,1.2942,230.3,2.301,8.125,2.102,7.8195,0.9006,2.2902,802.5,2.1845,,0.647,23.01,,7.84,11.02,,,1.2945
1984-05-14,39.64,1.388,25.17,10.095,1.2943,231.2,2.305,8.12,2.104,7.8185,0.8955,2.28,802.7,2.1845,,0.6465,23.01,,7.86,11.06,,,1.2953
1984-05-15,39.64,1.3875,25.17,10.0305,1.294,231.75,2.303,8.08,2.103,7.8185,0.899,2.2715,803.1,2.1845,,0.647,23.01,,7.8205,11.04,,,1.2887
1984-05-16,39.64,1.394,25.17,10.024,1.2943,231.1,2.303,8.0495,2.1035,7.817,0.9033,2.268,802.2,2.1845,,0.6488,23.01,,7.803,11.02,,,1.2837
1984-05-17,39.65,1.394,25.17,10.0915,1.2942,232.33,2.3045,8.092,2.104,7.818,0.898,2.2735,801.1,2.1845,,0.6475,23.01,,7.826,11.02,,,1.2829
1984-05-18,39.68,1.3867,25.17,10.159,1.2956,233.35,2.3105,8.124,2.1115,7.8175,0.8941,2.281,802.2,2.2042,,0.6455,23.01,,7.88,11.03,,,1.2895
1984-05-21,39.75,1.3905,25.14,10.089,1.2943,233.0,2.3175,8.09,2.1135,7.8175,0.8958,2.2695,803.2,2.2042,,0.6464,23.01,,7.838,11.04,,,1.2804
1984-05-22,39.76,1.389,25.14,10.0465,1.295,233.25,2.3115,8.0675,2.1075,7.8175,0.8981,2.267,803.2,2.2042,,0.6465,23.01,,7.802,11.04,,,1.2771
1984-05-23,39.77,1.3765,25.16,10.105,1.2952,232.37,2.294,8.115,2.094,7.817,0.9035,2.2775,802.2,2.2042,,0.648,23.01,,7.84,11.04,,,1.2804
1984-05-24,39.79,1.382,25.16,10.045,1.2972,231.83,2.314,8.045,2.112,7.817,0.9015,2.268,801.2,2.2218,,0.6465,23.01,,7.785,11.06,,,1.2837
1984-05-25,39.82,1.383,25.16,10.0075,1.2948,231.7,2.3095,8.045,2.1045,7.816,0.898,2.249,801.2,2.2063,,0.6468,23.01,,7.78,11.05,,,1.2788
