Date,CHRIS/ICE_BPB1,CHRIS/MX_SXH1,CHRIS/MGEX_IW1,CHRIS/ICE_P1,CHRIS/ICE_IW1,CHRIS/ICE_DW1,CHRIS/CME_RB31,CHRIS/MGEX_IC1,CHRIS/MGEX_IP1,CHRIS/MGEX_IS1,CHRIS/MX_CGZ1,CHRIS/CME_LB1,CHRIS/CME_IBV1,CHRIS/ICE_ZJ1,CHRIS/CME_NG31,CHRIS/ICE_AR1,CHRIS/CME_EH1,CHRIS/ICE_KRU1,CHRIS/ICE_SS1,CHRIS/MGEX_IH1,CHRIS/MX_SXM1,CHRIS/CME_NG41,CHRIS/CME_CI1,CHRIS/MX_SXA1,CHRIS/MX_LGB1,CHRIS/MX_SXB1,CHRIS/MX_SCF1,CHRIS/CME_RB21,CHRIS/MX_SXY1,CHRIS/ICE_Y1,CHRIS/ICE_MP1,CHRIS/ICE_NT1,CHRIS/CME_HG11,CHRIS/ICE_ZR1,CHRIS/ICE_SF1,CHRIS/CME_RR1,CHRIS/CME_DA1,CHRIS/CME_ED31,CHRIS/ICE_WA1
2006-10-10,,,0.0,0.0,,,49.0,0.0,0.0,0.0,,933.0,,0.0,,1.0,,,0.0,0.0,,,14.0,,,,,50.0,,10.0,1.0,,0.0,0.0,,744.0,,,
2006-10-11,,,0.0,0.0,,,632.0,0.0,0.0,0.0,,679.0,,0.0,,0.0,,,12.0,0.0,,,47.0,,,,,20.0,,15.0,40.0,,0.0,554.0,,213.0,,,
2006-10-12,,,0.0,0.0,,,506.0,0.0,0.0,0.0,,532.0,,0.0,,9.0,,,7.0,0.0,,,13.0,,,,,206.0,,50.0,28.0,,1.0,54.0,,510.0,,0.0,
2006-10-13,,,0.0,0.0,,,338.0,0.0,0.0,0.0,,536.0,,0.0,,0.0,,,10.0,0.0,,,15.0,,,,,75.0,,0.0,58.0,,2.0,279.0,,146.0,,0.0,
2006-10-16,,,0.0,0.0,,,369.0,0.0,0.0,0.0,,514.0,,0.0,,99.0,,,42.0,0.0,,,24.0,,,,,0.0,,20.0,266.0,,2.0,145.0,,650.0,,0.0,
2006-10-17,,,0.0,0.0,,,449.0,0.0,0.0,0.0,,581.0,,0.0,,146.0,,,205.0,0.0,,,13.0,,,,,0.0,,0.0,6.0,,0.0,42.0,,329.0,,0.0,
2006-10-18,,,0.0,0.0,,,417.0,0.0,0.0,0.0,,696.0,,0.0,,98.0,,,34.0,0.0,,,25.0,,,,,224.0,,15.0,4.0,,0.0,25.0,,283.0,,0.0,
2006-10-19,,,0.0,0.0,,,10.0,0.0,0.0,0.0,,462.0,,0.0,,3.0,,,382.0,0.0,,0.0,27.0,,,,,1.0,,20.0,133.0,,9.0,27.0,,141.0,,0.0,
2006-10-20,,,0.0,0.0,,,160.0,0.0,0.0,0.0,,409.0,,0.0,,35.0,,,21.0,0.0,,,10.0,,,,,10.0,,0.0,55.0,,0.0,23.0,,225.0,,0.0,
2006-10-23,,,0.0,0.0,,,196.0,0.0,0.0,0.0,,414.0,,0.0,,0.0,,,102.0,0.0,,,14.0,,,,,15.0,,0.0,2.0,,0.0,9.0,,822.0,,0.0,
2006-10-24,,,0.0,0.0,,,173.0,0.0,0.0,0.0,,375.0,,0.0,,43.0,,,7.0,0.0,,,17.0,,,,,76.0,,10.0,109.0,,0.0,126.0,,463.0,,0.0,
2006-10-25,,,0.0,0.0,,,2374.0,0.0,0.0,0.0,,391.0,,0.0,,0.0,,,104.0,0.0,,,13.0,,,,,565.0,,0.0,104.0,,0.0,61.0,,1194.0,,0.0,
2006-10-26,,,0.0,0.0,,,2079.0,0.0,0.0,0.0,,336.0,,0.0,0.0,2.0,,,34.0,0.0,,,9.0,,,,,491.0,,0.0,48.0,,1.0,131.0,,231.0,,0.0,
2006-10-27,,,0.0,0.0,,,434.0,0.0,0.0,0.0,,869.0,,0.0,24.0,2.0,,,23.0,0.0,,,4.0,,,,,152.0,,0.0,236.0,,1.0,136.0,,824.0,,0.0,
2006-10-30,,,0.0,0.0,,,186.0,0.0,0.0,0.0,,652.0,,0.0,,3.0,,,18.0,0.0,,,8.0,,,,,222.0,,0.0,178.0,,26.0,177.0,,1969.0,,0.0,
2006-10-31,,,0.0,0.0,,,471.0,0.0,0.0,0.0,,695.0,,0.0,,0.0,,,1220.0,0.0,,,29.0,,,,,61.0,,145.0,58.0,,0.0,18.0,,244.0,,0.0,
2006-11-01,,,0.0,0.0,,,744.0,0.0,0.0,0.0,,441.0,,0.0,,0.0,,,221.0,0.0,,,21.0,,,,,,,0.0,144.0,,0.0,108.0,,548.0,,0.0,
2006-11-02,,,0.0,0.0,,,293.0,0.0,0.0,0.0,,274.0,,0.0,,5.0,,,32.0,0.0,,,8.0,,,,,68.0,,0.0,86.0,,10.0,224.0,,136.0,,0.0,
2006-11-03,,,0.0,0.0,,,363.0,0.0,0.0,0.0,,268.0,,0.0,,58.0,,,409.0,0.0,,,81.0,,,,,425.0,,0.0,72.0,,10.0,32.0,,16.0,,0.0,
2006-11-06,,,0.0,0.0,,,196.0,0.0,0.0,0.0,,407.0,,0.0,,9.0,,,8.0,0.0,,,124.0,,,,,,,90.0,232.0,,9.0,152.0,,1.0,,0.0,
2006-11-07,,,0.0,0.0,,,161.0,0.0,0.0,0.0,,324.0,,0.0,,72.0,,,2.0,0.0,,,54.0,,,,,,,110.0,87.0,,31.0,124.0,,1.0,,0.0,
2006-11-08,,,0.0,0.0,,,133.0,0.0,0.0,0.0,,202.0,,0.0,,23.0,,,44.0,0.0,,,137.0,,,,,16.0,,50.0,324.0,,8.0,136.0,,9.0,,0.0,
2006-11-09,,,0.0,0.0,,,798.0,0.0,0.0,0.0,,225.0,,0.0,,0.0,,,9.0,0.0,,,6.0,,,,,510.0,,0.0,93.0,,115.0,109.0,,40.0,,0.0,
2006-11-10,,,0.0,0.0,,,571.0,0.0,0.0,0.0,,167.0,,0.0,,0.0,,,56.0,0.0,,,0.0,,,,,170.0,,0.0,30.0,,86.0,120.0,,11.0,,0.0,
2006-11-13,,,0.0,0.0,,,571.0,0.0,0.0,0.0,,268.0,,0.0,,1.0,,,114.0,0.0,,,41.0,,,,,279.0,,0.0,82.0,,77.0,58.0,,0.0,,0.0,
2006-11-14,,,0.0,0.0,,,,0.0,0.0,0.0,,391.0,,0.0,,0.0,,,16.0,0.0,,,13.0,,,,,279.0,,0.0,176.0,,6.0,1.0,,18.0,,0.0,
2006-11-15,,,0.0,0.0,,,390.0,0.0,0.0,0.0,,263.0,,0.0,,0.0,,,202.0,0.0,,,32.0,,,,,,,0.0,192.0,,40.0,68.0,,16.0,,0.0,
2006-11-16,,,0.0,0.0,,,536.0,0.0,0.0,0.0,,928.0,,0.0,,3.0,,,8.0,0.0,,,39.0,,,,,25.0,,0.0,87.0,,108.0,2.0,,45.0,,0.0,
2006-11-17,,,0.0,0.0,,,381.0,0.0,0.0,0.0,,712.0,,0.0,,0.0,,,47.0,0.0,,,18.0,,,,,5.0,,0.0,93.0,,34.0,72.0,,1.0,,0.0,
2006-11-20,,,0.0,0.0,,,136.0,0.0,0.0,0.0,,612.0,,0.0,,0.0,,,6.0,0.0,,,19.0,,,,,,,0.0,92.0,,16.0,16.0,,1.0,,0.0,
2006-11-21,,,0.0,0.0,,,471.0,0.0,0.0,0.0,,293.0,,0.0,,36.0,,,211.0,0.0,,,11.0,,,,,,,0.0,84.0,,95.0,6.0,,447.0,,0.0,
2006-11-22,,,0.0,0.0,,,578.0,0.0,0.0,0.0,,318.0,,0.0,,67.0,,,20.0,0.0,,,5.0,,,,,138.0,,0.0,76.0,,16.0,0.0,,85.0,,0.0,
2006-11-23,,,,0.0,,,,,,,,,,0.0,,46.0,,,8.0,,,,,,,,,,,0.0,179.0,,,21.0,,,,,
2006-11-24,,,0.0,0.0,,,578.0,0.0,0.0,0.0,,136.0,,0.0,,0.0,,,5.0,0.0,,,,,,,,174.0,,0.0,176.0,,,36.0,,62.0,,0.0,
2006-11-27,,,0.0,0.0,,,449.0,0.0,0.0,0.0,,408.0,,0.0,,0.0,,,232.0,0.0,,,23.0,,,,,,,0.0,88.0,,27.0,61.0,,47.0,,0.0,
2006-11-28,,,0.0,0.0,,,301.0,0.0,0.0,0.0,,481.0,,0.0,,7.0,,,20.0,0.0,,,19.0,,,,,7.0,,0.0,217.0,,35.0,282.0,,49.0,,0.0,
2006-11-29,,,0.0,0.0,,,520.0,0.0,0.0,0.0,,306.0,,0.0,,3.0,,,1720.0,0.0,,,21.0,,,,,39.0,,0.0,167.0,,0.0,1180.0,,1242.0,,0.0,
2006-11-30,,,0.0,0.0,,,189.0,0.0,0.0,0.0,,2801.0,,0.0,,12.0,,,198.0,0.0,,,41.0,,,,,325.0,,0.0,371.0,,59.0,30.0,,1474.0,,0.0,
2006-12-01,,,0.0,0.0,,,137.0,0.0,0.0,0.0,,820.0,,0.0,,0.0,,,21.0,0.0,,,60.0,,,,,268.0,,0.0,184.0,,9.0,108.0,,941.0,,0.0,
2006-12-04,,,0.0,0.0,,,,0.0,0.0,0.0,,336.0,,0.0,,36.0,,,280.0,0.0,,,19.0,,,,,,,0.0,276.0,,0.0,292.0,,124.0,,0.0,
2006-12-05,,,0.0,0.0,,,509.0,0.0,0.0,0.0,,898.0,,0.0,,162.0,,,404.0,0.0,,,10.0,,,,,455.0,,20.0,143.0,,15.0,16.0,,312.0,,0.0,
2006-12-06,,,0.0,0.0,,,261.0,0.0,0.0,0.0,,732.0,,0.0,,149.0,,,527.0,0.0,,,15.0,,,,,552.0,,0.0,18.0,,5.0,14.0,,244.0,,0.0,
2006-12-07,,,0.0,0.0,,,181.0,0.0,0.0,0.0,,648.0,,0.0,,14.0,,,103.0,0.0,,,18.0,,,,,515.0,,0.0,66.0,,17.0,19.0,,307.0,,0.0,
2006-12-08,,,0.0,0.0,,,646.0,0.0,0.0,0.0,,665.0,,0.0,,9.0,,,402.0,0.0,,,11.0,,,,,440.0,,0.0,0.0,,1.0,86.0,,43.0,,0.0,
2006-12-11,,,0.0,0.0,,,616.0,0.0,0.0,0.0,,412.0,,0.0,,25.0,,,141.0,0.0,,,20.0,,,,,2197.0,,0.0,4.0,,0.0,83.0,,170.0,,0.0,
2006-12-12,,,0.0,0.0,,,1317.0,0.0,0.0,0.0,,827.0,,0.0,,10.0,,,55.0,0.0,,,23.0,,,,,375.0,,0.0,50.0,,0.0,210.0,,220.0,,0.0,
2006-12-13,,,0.0,0.0,,,255.0,0.0,0.0,0.0,,742.0,,0.0,,501.0,,,670.0,0.0,,,11.0,,,,,381.0,,0.0,18.0,,2.0,115.0,,867.0,,0.0,
2006-12-14,,,0.0,0.0,,,432.0,0.0,0.0,0.0,,755.0,,0.0,,29.0,,,429.0,0.0,,,11.0,,,,,146.0,,0.0,364.0,,2.0,133.0,,440.0,,0.0,
2006-12-15,,,0.0,0.0,,,477.0,0.0,0.0,0.0,,625.0,,0.0,,51.0,,,74.0,0.0,,,10.0,,,,,250.0,,0.0,106.0,,3.0,134.0,,187.0,,0.0,
2006-12-18,,,0.0,0.0,,,773.0,0.0,0.0,0.0,,792.0,,0.0,,0.0,,,0.0,0.0,,,24.0,,,,,1214.0,,0.0,76.0,,9.0,20.0,,321.0,,0.0,
2006-12-19,,,0.0,0.0,,,1030.0,0.0,0.0,0.0,,714.0,,0.0,,0.0,,,0.0,0.0,,,13.0,,,,,624.0,,0.0,0.0,,0.0,0.0,,171.0,,0.0,
2006-12-20,,,0.0,0.0,,,891.0,0.0,0.0,0.0,,582.0,,0.0,,0.0,,,0.0,0.0,,,54.0,,,,,749.0,,0.0,0.0,,14.0,0.0,,861.0,,0.0,
2006-12-21,,,0.0,0.0,,,791.0,0.0,0.0,0.0,,783.0,,,,,,,,0.0,,,54.0,,,,,208.0,,0.0,56.0,,14.0,,,935.0,,0.0,
2006-12-22,,,0.0,0.0,,,273.0,0.0,0.0,0.0,,342.0,,0.0,,24.0,,,62.0,0.0,,,4.0,,,,,143.0,,0.0,26.0,,0.0,438.0,,218.0,,0.0,
2006-12-27,,,0.0,0.0,,,376.0,0.0,0.0,0.0,,189.0,,0.0,0.0,21.0,,,0.0,0.0,,0.0,12.0,,,,,769.0,,0.0,0.0,,0.0,48.0,,547.0,,0.0,
2006-12-28,,,0.0,0.0,,,457.0,0.0,0.0,0.0,,407.0,,0.0,0.0,17.0,,,3.0,0.0,,0.0,103.0,,,,,232.0,,0.0,0.0,,0.0,39.0,,640.0,,0.0,
2006-12-29,,,0.0,0.0,,,182.0,0.0,0.0,0.0,,611.0,,0.0,0.0,6.0,,,176.0,0.0,,0.0,3.0,,,,,77.0,,0.0,72.0,,0.0,551.0,,13.0,,0.0,
2007-01-02,,,,0.0,,,4.0,,,,,,,0.0,0.0,23.0,,,78.0,,,0.0,,,,,,4.0,,30.0,0.0,,,462.0,,,,0.0,
2007-01-03,,,0.0,0.0,,,33.0,0.0,0.0,0.0,,287.0,,0.0,,71.0,,,530.0,0.0,,,78.0,,,,,33.0,,0.0,606.0,,14.0,540.0,,87.0,,0.0,
2007-01-04,,,0.0,0.0,,,244.0,0.0,0.0,0.0,,208.0,,0.0,,162.0,,,26.0,0.0,,,91.0,,,,,244.0,,0.0,43.0,,4.0,222.0,,9.0,,0.0,
2007-01-05,,,0.0,0.0,,,998.0,0.0,0.0,0.0,,334.0,,0.0,,17.0,,,8.0,0.0,,,93.0,,,,,998.0,,0.0,22.0,,3.0,147.0,,2.0,,0.0,
2007-01-08,,,0.0,0.0,,,476.0,0.0,0.0,0.0,,194.0,,0.0,,2.0,,,99.0,0.0,,,135.0,,,,,476.0,,10.0,251.0,,39.0,246.0,,215.0,,0.0,
2007-01-09,,,0.0,0.0,,,102.0,0.0,0.0,0.0,,337.0,,0.0,,57.0,,,54.0,0.0,,,97.0,,,,,102.0,,0.0,43.0,,74.0,196.0,,7.0,,0.0,
2007-01-10,,,0.0,0.0,,,163.0,0.0,0.0,0.0,,184.0,,0.0,,210.0,,,165.0,0.0,,,5.0,,,,,163.0,,0.0,18.0,,39.0,268.0,,37.0,,0.0,
2007-01-11,,,0.0,0.0,,,175.0,0.0,0.0,0.0,,62.0,,0.0,1.0,0.0,,,1130.0,0.0,,,51.0,,,,,175.0,,100.0,172.0,,30.0,416.0,,100.0,,0.0,
2007-01-12,,,0.0,0.0,,,339.0,0.0,0.0,0.0,,73.0,,0.0,0.0,7.0,,,354.0,0.0,,0.0,0.0,,,,,339.0,,0.0,6.0,,3.0,339.0,,0.0,,0.0,
2007-01-15,,,,0.0,,,,,,,,,,0.0,,26.0,,,184.0,,,,,,,,,,,30.0,188.0,,,64.0,,,,,
2007-01-16,,,0.0,0.0,,,376.0,0.0,0.0,0.0,,1128.0,,0.0,0.0,0.0,,,0.0,0.0,,1.0,0.0,,,,,376.0,,0.0,8.0,,1.0,3.0,,9.0,,0.0,
2007-01-17,,,0.0,0.0,,,995.0,0.0,0.0,0.0,,591.0,,0.0,,2007.0,,,603.0,0.0,,,0.0,,,,,995.0,,0.0,78.0,,5.0,654.0,,0.0,,0.0,
2007-01-18,,,0.0,0.0,,,57.0,0.0,0.0,0.0,,307.0,,0.0,,71.0,,,698.0,0.0,,,8.0,,,,,57.0,,10.0,34.0,,0.0,29.0,,129.0,,0.0,
2007-01-19,,,0.0,0.0,,,29.0,0.0,0.0,0.0,,1407.0,,0.0,0.0,39.0,,,1449.0,0.0,,0.0,0.0,,,,,29.0,,0.0,71.0,,1.0,17.0,,208.0,,0.0,
2007-01-22,,,0.0,0.0,,,12.0,0.0,0.0,0.0,,647.0,,0.0,1.0,64.0,,,7.0,0.0,,0.0,0.0,,,,,12.0,,0.0,17.0,,1.0,24.0,,208.0,,0.0,
2007-01-23,,,0.0,0.0,,,,0.0,0.0,0.0,,697.0,,0.0,3.0,126.0,,,629.0,0.0,,,0.0,,,,,,,0.0,186.0,,0.0,119.0,,873.0,,0.0,
2007-01-24,,,0.0,0.0,,,42.0,0.0,0.0,0.0,,737.0,,0.0,3.0,61.0,,,257.0,0.0,,0.0,0.0,,,,,42.0,,0.0,11.0,,2.0,200.0,,540.0,,0.0,
2007-01-25,,,0.0,0.0,,,11.0,0.0,0.0,0.0,,590.0,,0.0,,87.0,,,658.0,0.0,,,0.0,,,,,11.0,,0.0,59.0,,3.0,77.0,,479.0,,0.0,
2007-01-26,,,0.0,0.0,,,31.0,0.0,0.0,0.0,,654.0,,0.0,0.0,280.0,,,221.0,0.0,,0.0,1.0,,,,,31.0,,0.0,20.0,,0.0,103.0,,460.0,,0.0,
2007-01-29,,,0.0,0.0,,,38.0,0.0,0.0,0.0,,349.0,,0.0,,688.0,,,330.0,0.0,,,5.0,,,,,38.0,,10.0,12.0,,5.0,136.0,,282.0,,0.0,
2007-01-30,,,0.0,0.0,,,104.0,0.0,0.0,0.0,,487.0,,0.0,0.0,28.0,,,344.0,0.0,,0.0,1.0,,,,,104.0,,0.0,76.0,,102.0,39.0,,371.0,,0.0,
2007-01-31,,,0.0,0.0,,,420.0,0.0,0.0,0.0,,3360.0,,0.0,,84.0,,,50.0,0.0,,,0.0,,,,,420.0,,0.0,74.0,,18.0,242.0,,2952.0,,0.0,
2007-02-01,,,0.0,0.0,,,82.0,0.0,0.0,0.0,,752.0,,0.0,,6.0,,,249.0,0.0,,,0.0,,,,,82.0,,0.0,124.0,,379.0,337.0,,472.0,,0.0,
2007-02-02,,,0.0,0.0,,,82.0,0.0,0.0,0.0,,314.0,,0.0,0.0,139.0,,,156.0,0.0,,0.0,0.0,,,,,82.0,,10.0,232.0,,38.0,112.0,,456.0,,0.0,
2007-02-05,,,0.0,0.0,,,1.0,0.0,0.0,0.0,,264.0,,0.0,0.0,101.0,,,89.0,0.0,,0.0,0.0,,,,,1.0,,20.0,4.0,,45.0,213.0,,213.0,,0.0,
2007-02-06,,,0.0,0.0,,,82.0,0.0,0.0,0.0,,387.0,,0.0,0.0,105.0,,,0.0,0.0,,0.0,0.0,,,,,82.0,,50.0,17.0,,42.0,1.0,,384.0,,0.0,
2007-02-07,,,0.0,0.0,,,,0.0,0.0,0.0,,872.0,,0.0,2.0,42.0,,,586.0,0.0,,0.0,2.0,,,,,,,50.0,1.0,,174.0,217.0,,412.0,,0.0,
2007-02-08,,,0.0,0.0,,,,0.0,0.0,0.0,,690.0,,0.0,,1.0,,,83.0,0.0,,,1.0,,,,,,,0.0,44.0,,52.0,127.0,,123.0,,0.0,
2007-02-09,,,0.0,0.0,,,82.0,0.0,0.0,0.0,,906.0,,0.0,0.0,0.0,,,469.0,0.0,,,0.0,,,,,82.0,,0.0,165.0,,54.0,199.0,,126.0,,0.0,
2007-02-12,,,0.0,0.0,,,75.0,0.0,0.0,0.0,,1122.0,,0.0,2.0,49.0,,,21.0,0.0,,0.0,13.0,,,,,75.0,,0.0,72.0,,145.0,331.0,,166.0,,0.0,
2007-02-13,,,0.0,0.0,,,82.0,0.0,0.0,0.0,,553.0,,0.0,1.0,0.0,,,22.0,0.0,,0.0,6.0,,,,,82.0,,0.0,33.0,,27.0,456.0,,205.0,,0.0,
2007-02-14,,,0.0,0.0,,,82.0,0.0,0.0,0.0,,755.0,,0.0,1.0,0.0,,,407.0,0.0,,,7.0,,,,,82.0,,0.0,13.0,,40.0,47.0,,152.0,,0.0,
2007-02-15,,,0.0,0.0,,,,0.0,0.0,0.0,,1703.0,,0.0,,0.0,,,373.0,0.0,,,9.0,,,,,,,0.0,77.0,,212.0,100.0,,993.0,,0.0,
2007-02-16,,,0.0,0.0,,,82.0,0.0,0.0,0.0,,719.0,,0.0,0.0,0.0,,,346.0,0.0,,0.0,9.0,,,,,82.0,,0.0,5.0,,192.0,129.0,,1091.0,,0.0,
2007-02-19,,,,0.0,,,,,,,,,,0.0,,3.0,,,884.0,,,,,,,,,,,0.0,5.0,,,814.0,,,,,
2007-02-20,,,0.0,0.0,,,2.0,0.0,0.0,0.0,,579.0,,0.0,0.0,0.0,,,144.0,0.0,,0.0,19.0,,,,,2.0,,0.0,1.0,,10.0,298.0,,919.0,,0.0,
2007-02-21,,,0.0,0.0,,,,0.0,0.0,0.0,,610.0,,0.0,,210.0,,,52.0,0.0,,,16.0,,,,,,,0.0,49.0,,88.0,655.0,,693.0,,0.0,
2007-02-22,,,0.0,0.0,,,,0.0,0.0,0.0,,372.0,,0.0,,254.0,,,7.0,0.0,,,13.0,,,,,,,0.0,28.0,,15.0,233.0,,464.0,,0.0,
2007-02-23,,,0.0,0.0,,,2.0,0.0,0.0,0.0,,1280.0,,0.0,,336.0,,,500.0,0.0,,,16.0,,,,,2.0,,0.0,2.0,,85.0,641.0,,826.0,,0.0,
2007-02-26,,,0.0,0.0,,,2.0,0.0,0.0,0.0,,1046.0,,0.0,,1404.0,,,51.0,0.0,,,9.0,,,,,2.0,,0.0,2.0,,84.0,1251.0,,1065.0,,0.0,
2007-02-27,,,0.0,0.0,,,1.0,0.0,0.0,0.0,,1273.0,,0.0,,4.0,,,1599.0,0.0,,,27.0,,,,,1.0,,0.0,0.0,,0.0,229.0,,1488.0,,0.0,
2007-02-28,,,0.0,0.0,,,2.0,0.0,0.0,0.0,,960.0,,0.0,,134.0,,,1240.0,0.0,,,10.0,,,,,2.0,,0.0,8.0,,2.0,81.0,,645.0,,0.0,
2007-03-01,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,396.0,,0.0,,64.0,,,345.0,0.0,,,16.0,,,,,150.0,,0.0,20.0,,0.0,785.0,,5.0,,0.0,
2007-03-02,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,237.0,,0.0,,113.0,,,425.0,0.0,,,12.0,,,,,150.0,,0.0,402.0,,0.0,2443.0,,25.0,,0.0,
2007-03-05,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,355.0,,0.0,,490.0,,,363.0,0.0,,,111.0,,,,,150.0,,0.0,32.0,,0.0,1812.0,,51.0,,0.0,
2007-03-06,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,336.0,,0.0,,464.0,,,269.0,0.0,,,92.0,,,,,150.0,,0.0,40.0,,0.0,627.0,,20.0,,0.0,
2007-03-07,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,174.0,,0.0,,16.0,,,289.0,0.0,,,108.0,,,,,,,0.0,0.0,,0.0,652.0,,2.0,,0.0,
2007-03-08,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,310.0,,0.0,,23.0,,,109.0,0.0,,,52.0,,,,,150.0,,0.0,8.0,,1.0,27.0,,8.0,,0.0,
2007-03-09,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,159.0,,0.0,,140.0,,,78.0,0.0,,,12.0,,,,,150.0,,0.0,6.0,,0.0,139.0,,2.0,,0.0,
2007-03-12,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,222.0,,0.0,0.0,87.0,,,27.0,0.0,,0.0,4.0,,,,,2.0,,0.0,6.0,,0.0,187.0,,10.0,,0.0,
2007-03-13,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,212.0,,0.0,,131.0,,,22.0,0.0,,,20.0,,,,,0.0,,0.0,16.0,,0.0,48.0,,0.0,,0.0,
2007-03-14,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,124.0,,0.0,,8.0,,,49.0,0.0,,,16.0,,,,,,,0.0,2.0,,2.0,191.0,,10.0,,0.0,
2007-03-15,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,231.0,,0.0,,47.0,,,235.0,0.0,,,26.0,,,,,,,0.0,118.0,,0.0,207.0,,0.0,,0.0,
2007-03-16,5.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,362.0,,0.0,,12.0,,,15.0,0.0,,,5.0,,,,,0.0,,0.0,20.0,,0.0,15.0,,0.0,,0.0,
2007-03-19,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,525.0,,0.0,,4.0,,,10.0,0.0,,,9.0,,,,,51.0,,0.0,3.0,,14.0,3.0,,10.0,,0.0,
2007-03-20,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,518.0,,0.0,,0.0,,,0.0,0.0,,,9.0,,,,,13.0,,0.0,0.0,,34.0,9.0,,0.0,,0.0,
2007-03-21,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,268.0,,0.0,,0.0,,,0.0,0.0,,,7.0,,,,,13.0,,0.0,0.0,,14.0,0.0,,0.0,,0.0,
2007-03-22,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,366.0,,,,,,,,0.0,,,21.0,,,,,,,0.0,18.0,,0.0,,,148.0,,0.0,
2007-03-23,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,348.0,,0.0,0.0,178.0,,,188.0,0.0,,,9.0,,,,,13.0,,0.0,63.0,,0.0,672.0,,791.0,,0.0,
2007-03-26,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,299.0,,0.0,,118.0,,,274.0,0.0,,,8.0,,,,,13.0,,0.0,0.0,,16.0,708.0,,759.0,,0.0,
2007-03-27,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,299.0,,0.0,,0.0,,,298.0,0.0,,,3.0,,,,,,,10.0,2.0,,0.0,590.0,,97.0,,0.0,
2007-03-28,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,412.0,,0.0,,117.0,,,316.0,0.0,,,19.0,,,,,,,0.0,0.0,,0.0,235.0,,244.0,,0.0,
2007-03-29,5.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,577.0,,0.0,,0.0,,,82.0,0.0,,,23.0,,,,,,,0.0,0.0,,0.0,1245.0,,256.0,,0.0,
2007-03-30,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,3603.0,,0.0,,2.0,,,18.0,0.0,,,52.0,,,,,13.0,,0.0,58.0,,0.0,24.0,,1930.0,,0.0,
2007-04-02,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1091.0,,0.0,,15.0,,,66.0,0.0,,3.0,53.0,,,,,0.0,,0.0,2.0,,2.0,76.0,,313.0,,0.0,
2007-04-03,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,828.0,,0.0,,26.0,,,99.0,0.0,,,176.0,,,,,0.0,,0.0,30.0,,30.0,395.0,,271.0,,0.0,
2007-04-04,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,528.0,,0.0,0.0,0.0,,,54.0,0.0,,3.0,20.0,,,,,0.0,,0.0,14.0,,0.0,75.0,,124.0,,0.0,
2007-04-05,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,995.0,,0.0,0.0,15.0,,,62.0,0.0,,0.0,8.0,,,,,0.0,,0.0,61.0,,95.0,399.0,,23.0,,0.0,
2007-04-10,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,335.0,,0.0,0.0,42.0,,,8.0,0.0,,0.0,14.0,,,,,0.0,,0.0,2.0,,0.0,178.0,,101.0,,0.0,
2007-04-11,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,639.0,,0.0,,0.0,,,70.0,0.0,,,9.0,,,,,0.0,,0.0,0.0,,1.0,689.0,,551.0,,0.0,
2007-04-12,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,473.0,,0.0,,0.0,,,137.0,0.0,,,4.0,,,,,0.0,,0.0,0.0,,2.0,0.0,,286.0,,0.0,
2007-04-13,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,469.0,,0.0,0.0,42.0,,,1.0,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,1.0,8.0,,196.0,,0.0,
2007-04-16,25.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,915.0,,5.0,,42.0,,,71.0,0.0,,,7.0,,,,,0.0,,0.0,22.0,,0.0,15.0,,230.0,,0.0,
