Date,CHRIS/ICE_BPB1,CHRIS/MX_SXH1,CHRIS/MGEX_IW1,CHRIS/ICE_P1,CHRIS/ICE_IW1,CHRIS/ICE_DW1,CHRIS/CME_RB31,CHRIS/MGEX_IC1,CHRIS/MGEX_IP1,CHRIS/MGEX_IS1,CHRIS/MX_CGZ1,CHRIS/CME_LB1,CHRIS/CME_IBV1,CHRIS/ICE_ZJ1,CHRIS/CME_NG31,CHRIS/ICE_AR1,CHRIS/CME_EH1,CHRIS/ICE_KRU1,CHRIS/ICE_SS1,CHRIS/MGEX_IH1,CHRIS/MX_SXM1,CHRIS/CME_NG41,CHRIS/CME_CI1,CHRIS/MX_SXA1,CHRIS/MX_LGB1,CHRIS/MX_SXB1,CHRIS/MX_SCF1,CHRIS/CME_RB21,CHRIS/MX_SXY1,CHRIS/ICE_Y1,CHRIS/ICE_MP1,CHRIS/ICE_NT1,CHRIS/CME_HG11,CHRIS/ICE_ZR1,CHRIS/ICE_SF1,CHRIS/CME_RR1,CHRIS/CME_DA1,CHRIS/CME_ED31,CHRIS/ICE_WA1
2010-09-29,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,247.0,,,4.0,,,,,0.0,,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,43.0,,25.0,1306.0,,2.0,
2010-09-30,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,553.0,,,0.0,,,,,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,0.0,,31.0,1180.0,,10.0,
2010-10-01,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1562.0,,,0.0,,,,,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,21.0,1499.0,,10.0,
2010-10-04,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1706.0,,,15.0,,,,,0.0,,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,68.0,,38.0,2217.0,,0.0,
2010-10-05,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1887.0,,,0.0,,,,,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,57.0,,8.0,2064.0,,1.0,
2010-10-06,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,839.0,,,2.0,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,56.0,,5.0,1117.0,,0.0,
2010-10-07,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,694.0,,,112.0,,,,,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,55.0,1711.0,,10.0,
2010-10-08,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,949.0,,,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,,163.0,1272.0,,0.0,
2010-10-11,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,555.0,,,3.0,,,,,0.0,,0.0,5.0,,,,,0.0,,0.0,,,0.0,,,1013.0,,,
2010-10-12,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1217.0,,,3.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,197.0,780.0,,0.0,
2010-10-13,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1047.0,,,0.0,,,,,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,16.0,854.0,,1.0,
2010-10-14,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1041.0,,,1.0,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,120.0,858.0,,2.0,
2010-10-15,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1412.0,,,2.0,,,,,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,,3.0,2266.0,,24.0,
2010-10-18,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1008.0,,,9.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,,,571.0,,2.0,
2010-10-19,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,626.0,,,10.0,,,,,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,,0.0,,58.0,1820.0,,0.0,
2010-10-20,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,369.0,,,16.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,42.0,,143.0,1671.0,,4.0,
2010-10-21,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,824.0,,,8.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,0.0,,13.0,1488.0,,3.0,
2010-10-22,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,595.0,,,2.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,11.0,1087.0,,0.0,
2010-10-25,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,252.0,,,1.0,,,,2.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,0.0,,1.0,1502.0,,0.0,
2010-10-26,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,571.0,,,1.0,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,,14.0,1156.0,,0.0,
2010-10-27,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,202.0,,,0.0,,,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,4.0,,4.0,,208.0,2192.0,,0.0,
2010-10-28,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,327.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,27.0,,5.0,1918.0,,0.0,
2010-10-29,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,257.0,,,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,,,287.0,,100.0,273.0,,17.0,
2010-11-01,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,67.0,403.0,,,8.0,,,,,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,181.0,,49.0,44.0,,0.0,
2010-11-02,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,499.0,,,9.0,,,,,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,52.0,,8.0,86.0,,0.0,
2010-11-03,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,664.0,,,3.0,,,,,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,6.0,,140.0,,215.0,30.0,,0.0,
2010-11-04,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,606.0,,,0.0,,,,,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,847.0,,123.0,24.0,,2.0,
2010-11-05,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,190.0,,,0.0,,,,,0.0,,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.0,,8.0,24.0,,251.0,
2010-11-08,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,287.0,,,0.0,,,,,0.0,,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,8.0,,,47.0,,251.0,
2010-11-09,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,287.0,,,0.0,,,,,0.0,,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,31.0,,61.0,76.0,,64.0,
2010-11-10,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,197.0,,,1.0,,,,,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,591.0,,36.0,59.0,,0.0,
2010-11-11,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,308.0,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,,,12.0,,31.0,59.0,,,
2010-11-12,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,242.0,,,39.0,,,,,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,,51.0,191.0,,0.0,
2010-11-15,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,189.0,,,0.0,,,,,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65.0,,2.0,2284.0,,17.0,
2010-11-16,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,466.0,,,6.0,,,,,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,68.0,,9.0,1214.0,,4.0,
2010-11-17,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,700.0,,,0.0,,,,,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,142.0,,107.0,1069.0,,0.0,
2010-11-18,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,538.0,,,0.0,,,,,0.0,,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,136.0,,24.0,777.0,,50.0,
2010-11-19,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,213.0,,,0.0,,,,,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,68.0,,1.0,556.0,,150.0,
2010-11-22,55.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,504.0,,,175.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,,82.0,,7.0,386.0,,211.0,
2010-11-23,40.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,52.0,600.0,,,0.0,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,68.0,,6.0,386.0,,0.0,
2010-11-24,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,520.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,204.0,,9.0,318.0,,72.0,
2010-11-25,,0.0,,0.0,,,,,,,0.0,520.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,
2010-11-26,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,780.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,196.0,,15.0,742.0,,24.0,
2010-11-29,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,780.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,24.0,965.0,,0.0,
2010-11-30,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1180.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,4.0,1457.0,,20.0,
2010-12-01,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1632.0,,,2.0,,,,,0.0,,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,226.0,2081.0,,0.0,
2010-12-02,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1589.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,,62.0,,178.0,679.0,,90.0,
2010-12-03,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,415.0,,,0.0,,,,,0.0,,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65.0,,60.0,1551.0,,12.0,
2010-12-06,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,415.0,,548.0,3.0,,,,,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62.0,4666.0,7.0,746.0,,17.0,
2010-12-07,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,474.0,,,0.0,3.0,,,,0.0,,0.0,1061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,24.0,95.0,572.0,,0.0,
2010-12-08,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,631.0,,,4.0,3.0,,,,0.0,,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,102.0,1117.0,,106.0,
2010-12-09,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,831.0,,,0.0,,,,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,10.0,57.0,,432.0,,44.0,
2010-12-10,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,795.0,,,0.0,,,,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,64.0,585.0,,598.0,
2010-12-13,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,795.0,,,0.0,,,,,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,8.0,700.0,,5.0,
2010-12-14,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,366.0,,,0.0,,,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,106.0,924.0,,0.0,
2010-12-15,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,514.0,,,5.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,0.0,,5.0,449.0,,21.0,
2010-12-16,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,486.0,,,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,,14.0,800.0,,12.0,
2010-12-17,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,871.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,21.0,,541.0,1195.0,,0.0,
2010-12-20,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,15.0,871.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,129.0,1116.0,,4.0,
2010-12-21,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,259.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,177.0,1166.0,,0.0,
2010-12-22,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,265.0,,,0.0,,,,,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,6.0,1166.0,,6.0,
2010-12-23,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,314.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,,9.0,1313.0,,0.0,
2010-12-27,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,314.0,,,0.0,,,,,0.0,,0.0,3.0,,,,,0.0,,0.0,,,2.0,,4.0,618.0,,13.0,
2010-12-28,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,267.0,,,0.0,,,,,0.0,,0.0,1.0,,,,,0.0,,0.0,,,0.0,,60.0,907.0,,19.0,
2010-12-29,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,88.0,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,28.0,1443.0,,347.0,
2010-12-30,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,198.0,,,0.0,,,,,0.0,,0.0,2.0,,,,,0.0,,0.0,,,0.0,,6.0,1238.0,,13.0,
2011-01-03,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,86.0,,,0.0,,,,,0.0,,0.0,4.0,,,,,80.0,,0.0,,,0.0,,,86.0,,0.0,
2011-01-04,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,144.0,180.0,,,0.0,,,,,0.0,,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,5.0,248.0,,12.0,
2011-01-05,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,312.0,,,0.0,,,,,0.0,,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,,2.0,12.0,,0.0,
2011-01-06,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,147.0,,,55.0,,,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,,17.0,46.0,,2.0,
2011-01-07,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,336.0,,,0.0,,,,,0.0,,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,32.0,,22.0,5.0,,4.0,
2011-01-10,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,218.0,,,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,2.0,10.0,,92.0,
2011-01-11,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,232.0,,,0.0,,,,,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,,323.0,26.0,,10.0,
2011-01-12,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,209.0,,,0.0,,,,,0.0,,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,13.0,,46.0,
2011-01-13,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,213.0,,,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,173.0,13.0,,0.0,
2011-01-14,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,146.0,,,0.0,,,,,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,27.0,1.0,,37.0,
2011-01-17,,0.0,,0.0,,,,,,,0.0,291.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,
2011-01-18,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,266.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,4.0,1.0,,37.0,
2011-01-19,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,441.0,,,100.0,,,,,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,,203.0,2256.0,,0.0,
2011-01-20,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,774.0,,,0.0,,,,,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,,8.0,1466.0,,0.0,
2011-01-21,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,492.0,,,0.0,,,,,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,,20.0,1218.0,,3.0,
2011-01-24,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,484.0,,,0.0,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,16.0,1981.0,,0.0,
2011-01-25,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,425.0,,,0.0,,,,,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1513.0,,0.0,
2011-01-26,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,662.0,,,3.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,16.0,1162.0,,0.0,
2011-01-27,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,625.0,,,8.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,,71.0,1072.0,,0.0,
2011-01-28,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,635.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,224.0,,13.0,2203.0,,0.0,
2011-01-31,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1314.0,,,0.0,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,191.0,,10.0,1550.0,,8.0,
2011-02-01,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,63.0,0.0,,,0.0,,,,,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,382.0,,85.0,3506.0,,21.0,
2011-02-02,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,100.0,1590.0,,,4.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,577.0,,29.0,2016.0,,0.0,
2011-02-03,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1319.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,349.0,,54.0,2291.0,,0.0,
2011-02-04,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,100.0,649.0,,,2.0,,,,,0.0,,152.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,156.0,,3.0,2341.0,,2.0,
2011-02-07,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,381.0,,,4.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,145.0,,50.0,2868.0,,16.0,
2011-02-08,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,625.0,,,3.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,224.0,,1.0,2384.0,,20.0,
2011-02-09,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,811.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,69.0,,,1604.0,,5.0,
2011-02-10,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,776.0,,,1.0,,,,,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,369.0,,201.0,1192.0,,4.0,
2011-02-11,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,578.0,,,1.0,,,,,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,121.0,,,1885.0,,33.0,
2011-02-14,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,475.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,34.0,,,1491.0,,0.0,
2011-02-15,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,406.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71.0,,,1596.0,,24.0,
2011-02-16,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,789.0,,,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,300.0,,,4140.0,,7.0,
2011-02-17,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,547.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1561.0,,1.0,4140.0,,59.0,
2011-02-18,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,475.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,85.0,,1.0,2203.0,,6.0,
2011-02-21,,,,0.0,,,,,,,,475.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2011-02-22,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,164.0,308.0,,,0.0,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,682.0,,55.0,1914.0,,0.0,
2011-02-23,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,419.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,300.0,,34.0,4321.0,,70.0,
2011-02-24,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,396.0,,,4.0,,,,,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,297.0,,,1689.0,,3.0,
2011-02-25,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,675.0,,,0.0,,,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,,10.0,1693.0,,62.0,
2011-02-28,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,299.0,,,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,,25.0,631.0,,0.0,
2011-03-01,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,,,0.0,,24.0,117.0,,27.0,
2011-03-02,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,399.0,,,0.0,,,,,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,,,2.0,1.0,,33.0,,39.0,
2011-03-03,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,198.0,,,22.0,,,,,0.0,,50.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,,,0.0,,,132.0,,116.0,
2011-03-04,50.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,452.0,,,10.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,2.0,,19.0,89.0,,419.0,
2011-03-07,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,295.0,,,1.0,519.0,,,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,3.0,3146.0,0.0,,25.0,6.0,,1.0,
2011-03-08,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,221.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,,,2.0,,12.0,57.0,,2.0,
2011-03-09,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,122.0,,,5.0,,,,,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,,,0.0,1.0,20.0,78.0,,0.0,
2011-03-10,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,114.0,,,4.0,2.0,,,2.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,,8.0,0.0,4.0,1.0,8.0,,25.0,
